VarIdentificadorInstitucionEducativa,VarNombreInstitucionEducativa,VarCorreoInstitucionEducativa,NbrTelefonoInstitucionEducativa,VarDescripcionInstitucionEducativa,VarEstadoInstitucionEducativa,VarTipoInstitucionEducativa
4a2327ae-74f4-11ed-be5f-0242ac1c000c,Universidad Casandra Girona,casandra.girona@hotmail.com,997147098,Necessitatibus culpa nostrum ut sunt pariatur. Laudantium soluta doloribus rem quos reprehenderit. Esse esse quia temporibus velit.,Inactivo,Rural
4a23281c-74f4-11ed-be5f-0242ac1c000c,Universidad Agustín Llabrés,agustín.llabrés@hotmail.com,935619826,Labore aspernatur magni. Vel dolores veritatis maiores repellat nesciunt provident occaecati. Ducimus animi dicta impedit nemo quibusdam. Vel provident praesentium doloribus dolore mollitia voluptatibus qui.,Inactivo,Urbano
4a23288a-74f4-11ed-be5f-0242ac1c000c,Universidad Porfirio Lladó,porfirio.lladó@hotmail.com,945025637,Blanditiis rerum dolorem praesentium asperiores. Ipsa eum harum incidunt voluptates saepe.,Activo,Rural
4a2328ee-74f4-11ed-be5f-0242ac1c000c,Universidad Quique Paniagua,quique.paniagua@hotmail.com,981424708,Vero tenetur perferendis ea.,Inactivo,Urbano
4a23295c-74f4-11ed-be5f-0242ac1c000c,Universidad Asunción Martin,asunción.martin@hotmail.com,967424029,Aut deleniti non expedita quas dolor enim. Repellat doloremque atque velit.,Activo,Rural
4a2329ca-74f4-11ed-be5f-0242ac1c000c,Universidad Chucho Valderrama,chucho.valderrama@hotmail.com,995185241,Sunt laudantium mollitia quis nam. Nam repellendus quos modi. Molestias qui aperiam velit libero eligendi temporibus expedita. Cumque accusantium quasi accusamus vero et provident.,Inactivo,Rural
4a232a38-74f4-11ed-be5f-0242ac1c000c,Universidad Lorenzo Cardona,lorenzo.cardona@hotmail.com,978198106,Rem nesciunt rerum consequatur fugit suscipit deserunt. Delectus ratione repellat facilis inventore.,Inactivo,Rural
4a232aa6-74f4-11ed-be5f-0242ac1c000c,Instituto Amaya Lozano,amaya.lozano@hotmail.com,900378728,Modi minus iure nam magni corrupti. Molestias nobis ut debitis distinctio. Saepe culpa ratione eligendi nemo necessitatibus omnis.,Activo,Rural
4a232b1e-74f4-11ed-be5f-0242ac1c000c,Instituto Juan Pablo Vilar,juan pablo.vilar@hotmail.com,970342979,Aliquid dolore temporibus id aperiam. Veniam beatae impedit dicta. Rem non adipisci debitis iste natus amet et.,Inactivo,Urbano
4a232b82-74f4-11ed-be5f-0242ac1c000c,Instituto Damián Noriega,damián.noriega@hotmail.com,978924563,A aliquam magnam asperiores. Deleniti nostrum veritatis harum sequi repellendus voluptates incidunt.,Inactivo,Urbano
4a232bfa-74f4-11ed-be5f-0242ac1c000c,Instituto Saturnino Cárdenas,saturnino.cárdenas@hotmail.com,926480021,Distinctio quae perspiciatis facere totam illo modi rem. Culpa laudantium rem vel similique.,Activo,Rural
4a232c68-74f4-11ed-be5f-0242ac1c000c,Universidad Bernardita Villegas,bernardita.villegas@hotmail.com,932166550,Perspiciatis laboriosam quis modi possimus dolores excepturi corporis.,Inactivo,Urbano
4a232cd6-74f4-11ed-be5f-0242ac1c000c,Universidad Adelardo Carbonell,adelardo.carbonell@hotmail.com,914503404,Dignissimos rem architecto aperiam. Aut odio vero dolorem ducimus a consequuntur.,Inactivo,Urbano
4a232d44-74f4-11ed-be5f-0242ac1c000c,Instituto Edelmira Bonilla,edelmira.bonilla@hotmail.com,996121325,Adipisci nemo optio laborum. Natus praesentium ex. Cum nam cupiditate facere architecto saepe.,Inactivo,Rural
4a232db2-74f4-11ed-be5f-0242ac1c000c,Universidad Rufina Soria,rufina.soria@hotmail.com,981554525,Tempore nobis voluptates odio vitae voluptatibus ullam. Voluptatem quod tempore consequuntur dolore illo.,Inactivo,Rural
4a232e20-74f4-11ed-be5f-0242ac1c000c,Instituto Ana Belén Cerdán,ana belén.cerdán@hotmail.com,994193092,Maxime voluptas aspernatur quae laudantium sed quae. Consequuntur porro voluptatibus magni ea. Aut molestias nostrum expedita id excepturi.,Inactivo,Rural
4a232e8e-74f4-11ed-be5f-0242ac1c000c,Universidad Julieta Haro,julieta.haro@hotmail.com,914773929,Praesentium quaerat doloribus dolores corporis veniam iste. Pariatur aperiam officiis dignissimos voluptates distinctio.,Inactivo,Urbano
4a232f06-74f4-11ed-be5f-0242ac1c000c,Instituto Kike Girón,kike.girón@hotmail.com,900548557,Sunt odio ex nulla quidem. Quia pariatur voluptatem.,Activo,Urbano
4a232f74-74f4-11ed-be5f-0242ac1c000c,Instituto Teresita Higueras,teresita.higueras@hotmail.com,977045014,Quibusdam mollitia consequuntur voluptates dicta magnam odio. Iusto quod natus possimus est.,Activo,Urbano
4a232fe2-74f4-11ed-be5f-0242ac1c000c,Universidad Mariano Rodríguez,mariano.rodríguez@hotmail.com,900342257,Numquam consequatur repellendus error rem porro veniam quis. Deserunt iste maxime dicta aut. Tenetur et molestiae sunt tenetur laudantium tempora provident.,Inactivo,Urbano
4a233046-74f4-11ed-be5f-0242ac1c000c,Instituto Constanza Delgado,constanza.delgado@hotmail.com,978818910,Nulla sint dolore voluptatum laudantium ipsum. Ex quisquam laudantium qui vitae repudiandae. Aperiam dolorum rerum tenetur eum laborum sequi corporis.,Activo,Urbano
4a2330b4-74f4-11ed-be5f-0242ac1c000c,Instituto Íngrid Arregui,íngrid.arregui@hotmail.com,919551574,Cumque tempore ratione dolorem vero asperiores aliquid. Fuga excepturi aut labore debitis incidunt a. Libero dignissimos odio repellat pariatur vitae. Consectetur rem facilis magnam voluptas adipisci.,Activo,Rural
4a233118-74f4-11ed-be5f-0242ac1c000c,Instituto Julieta Giner,julieta.giner@hotmail.com,974421482,Harum omnis vel inventore. Deleniti illum modi beatae enim quod repellat magni. Maxime debitis eaque laboriosam iste. Porro exercitationem numquam tenetur cupiditate nam adipisci.,Activo,Urbano
4a233186-74f4-11ed-be5f-0242ac1c000c,Universidad Consuela Cortes,consuela.cortes@hotmail.com,944473805,Ad consequuntur maiores neque. Natus praesentium voluptate.,Inactivo,Rural
4a2331fe-74f4-11ed-be5f-0242ac1c000c,Universidad Liliana Moll,liliana.moll@hotmail.com,971426173,Magni veniam deserunt dolor soluta mollitia. Sequi ipsum sunt laboriosam.,Inactivo,Urbano
4a23326c-74f4-11ed-be5f-0242ac1c000c,Universidad Gervasio Beltran,gervasio.beltran@hotmail.com,983553272,Corrupti veniam perferendis dolores molestiae vel pariatur itaque. Esse placeat natus molestias molestias.,Activo,Rural
4a2332da-74f4-11ed-be5f-0242ac1c000c,Universidad Lázaro López,lázaro.lópez@hotmail.com,943730804,Similique dolores natus illo possimus quibusdam ab. Ut quo possimus dicta iure.,Inactivo,Rural
4a233348-74f4-11ed-be5f-0242ac1c000c,Instituto Rafael Cánovas,rafael.cánovas@hotmail.com,959623263,Saepe possimus animi est ducimus. Dolorum temporibus repellendus dicta labore.,Activo,Urbano
4a2333b6-74f4-11ed-be5f-0242ac1c000c,Universidad Silvio Cerro,silvio.cerro@hotmail.com,949552404,Necessitatibus amet corporis dolorum nemo. Neque quibusdam cum ipsum.,Inactivo,Rural
4a23342e-74f4-11ed-be5f-0242ac1c000c,Universidad Prudencio Quintanilla,prudencio.quintanilla@hotmail.com,904974597,Non aliquid porro esse delectus iusto mollitia. Tempora cum itaque quod. Consectetur labore ab.,Inactivo,Urbano
4a233492-74f4-11ed-be5f-0242ac1c000c,Instituto Calixta Cabañas,calixta.cabañas@hotmail.com,994496117,Dolore doloremque dolore nulla ipsa. Tempora provident facere. Soluta aperiam a. Minus iusto ab perferendis eligendi.,Inactivo,Urbano
4a23350a-74f4-11ed-be5f-0242ac1c000c,Instituto Eva Meléndez,eva.meléndez@hotmail.com,934286274,Eius veniam similique in sequi fuga doloremque natus. Earum ex placeat officiis explicabo.,Inactivo,Rural
4a2335d2-74f4-11ed-be5f-0242ac1c000c,Instituto Luis Ricart,luis.ricart@hotmail.com,988543233,Fugit iusto explicabo blanditiis aspernatur. Necessitatibus delectus aliquam necessitatibus iste recusandae. Quidem fugit illum adipisci repudiandae beatae.,Activo,Rural
4a233640-74f4-11ed-be5f-0242ac1c000c,Instituto Encarnita Baena,encarnita.baena@hotmail.com,969309472,Fugiat aperiam error consequatur quas nesciunt amet voluptatum. Vero ab qui dicta magnam blanditiis culpa.,Inactivo,Rural
4a2336ae-74f4-11ed-be5f-0242ac1c000c,Instituto Nicolasa Navarrete,nicolasa.navarrete@hotmail.com,977444824,At omnis ad expedita. Magni non molestias suscipit. At ea eligendi eos aspernatur dolor.,Inactivo,Rural
4a23371c-74f4-11ed-be5f-0242ac1c000c,Instituto Narciso Chamorro,narciso.chamorro@hotmail.com,937824649,Alias aspernatur enim officia rem. Illo nemo magni tempora ea odio. Atque ducimus at illo omnis placeat atque.,Inactivo,Rural
4a233794-74f4-11ed-be5f-0242ac1c000c,Instituto Perla Mendizábal,perla.mendizábal@hotmail.com,973055492,Vitae in illo provident quibusdam. Accusantium inventore alias aperiam pariatur.,Inactivo,Rural
4a233802-74f4-11ed-be5f-0242ac1c000c,Instituto Camilo Pérez,camilo.pérez@hotmail.com,920245554,Perferendis molestiae natus repudiandae consequatur. Cumque dolorem eos commodi quasi et.,Activo,Urbano
4a233870-74f4-11ed-be5f-0242ac1c000c,Instituto Felipe Manrique,felipe.manrique@hotmail.com,949949557,Assumenda esse itaque. Et optio corporis. Eligendi laboriosam voluptatibus iure architecto tempore perspiciatis.,Inactivo,Urbano
4a2338de-74f4-11ed-be5f-0242ac1c000c,Instituto Emiliano Perez,emiliano.perez@hotmail.com,928719207,A tempore fugiat molestiae labore facere minima doloribus. Deleniti magni ducimus.,Inactivo,Urbano
4a23394c-74f4-11ed-be5f-0242ac1c000c,Instituto Epifanio Porcel,epifanio.porcel@hotmail.com,938026378,Quod ratione adipisci eligendi dolorem doloremque illum. Officia consectetur repellat possimus sit maxime velit quae.,Inactivo,Rural
4a2339ba-74f4-11ed-be5f-0242ac1c000c,Instituto Estela Mesa,estela.mesa@hotmail.com,929167660,Dolor labore laborum cupiditate quisquam quasi doloremque distinctio. Optio corrupti tempora illum nesciunt esse.,Inactivo,Urbano
4a233a28-74f4-11ed-be5f-0242ac1c000c,Universidad Blas Marín,blas.marín@hotmail.com,941202536,Tempore incidunt amet est at cum amet. Labore id accusamus consequuntur similique eum.,Activo,Urbano
4a233a96-74f4-11ed-be5f-0242ac1c000c,Instituto Gabriel Baquero,gabriel.baquero@hotmail.com,928947308,Aspernatur iusto dolor enim deleniti. Dolor inventore dolores sit provident natus eum.,Activo,Rural
4a233b04-74f4-11ed-be5f-0242ac1c000c,Universidad Lourdes Pinto,lourdes.pinto@hotmail.com,940892315,Dolorum voluptates cupiditate quibusdam. Voluptates ratione ullam similique. Commodi nulla hic sapiente consequuntur sapiente.,Inactivo,Rural
4a233b72-74f4-11ed-be5f-0242ac1c000c,Instituto Gabino Pagès,gabino.pagès@hotmail.com,926251461,Sed eius illo libero aspernatur repellat quia. Nisi blanditiis quibusdam. Doloremque voluptatem rem distinctio corrupti eligendi.,Activo,Urbano
4a233be0-74f4-11ed-be5f-0242ac1c000c,Universidad Pía Calderón,pía.calderón@hotmail.com,977946152,Ipsam consequuntur aspernatur quod. Eligendi nulla rem cupiditate recusandae. Distinctio est sapiente harum.,Activo,Rural
4a233c4e-74f4-11ed-be5f-0242ac1c000c,Instituto Eloísa Villena,eloísa.villena@hotmail.com,993091917,Explicabo veniam illo. Totam dolores nam dolores deleniti.,Activo,Urbano
4a233cbc-74f4-11ed-be5f-0242ac1c000c,Instituto Leonel Peral,leonel.peral@hotmail.com,973831267,Illo doloribus quae harum. Ipsam rerum vel eaque. Libero magni est tenetur eligendi tempora dolor earum.,Activo,Urbano
4a233d2a-74f4-11ed-be5f-0242ac1c000c,Universidad Iris Palacio,iris.palacio@hotmail.com,923810372,Mollitia reprehenderit praesentium. Temporibus quam nihil.,Inactivo,Rural
4a233d98-74f4-11ed-be5f-0242ac1c000c,Universidad Susana Ochoa,susana.ochoa@hotmail.com,972001000,Incidunt qui architecto alias enim. Eveniet nihil laudantium aliquam eligendi libero. Quasi explicabo aliquid nesciunt impedit nostrum. Iure dolorum vitae quisquam veniam.,Activo,Urbano
4a233dfc-74f4-11ed-be5f-0242ac1c000c,Instituto Maximiano Seco,maximiano.seco@hotmail.com,933687451,Magnam est deserunt porro occaecati facere. Cum autem itaque. Non accusamus consequatur nesciunt nostrum.,Activo,Urbano
4a233e6a-74f4-11ed-be5f-0242ac1c000c,Universidad Francisca Elías,francisca.elías@hotmail.com,971733083,Nulla rerum voluptatum placeat enim. Optio molestiae quos magnam sit nostrum. Nemo quia molestias architecto delectus.,Inactivo,Urbano
4a233ed8-74f4-11ed-be5f-0242ac1c000c,Universidad Lara Carmona,lara.carmona@hotmail.com,994924741,Temporibus perspiciatis adipisci mollitia modi. A minus ratione. Dolore molestiae repudiandae.,Activo,Rural
4a233f46-74f4-11ed-be5f-0242ac1c000c,Instituto Eric Márquez,eric.márquez@hotmail.com,917694066,Reprehenderit explicabo officiis doloribus. Doloribus consectetur incidunt aperiam veritatis. Magnam eos vero dolore fugiat.,Inactivo,Rural
4a233fb4-74f4-11ed-be5f-0242ac1c000c,Universidad Raúl Osuna,raúl.osuna@hotmail.com,989513605,Ea dolorum tempore deleniti. Assumenda vel explicabo accusantium sapiente temporibus ea pariatur.,Activo,Urbano
4a234022-74f4-11ed-be5f-0242ac1c000c,Instituto Isaura Porcel,isaura.porcel@hotmail.com,913072529,Mollitia a aut distinctio optio. Inventore blanditiis necessitatibus velit ipsum vero occaecati quam. Sequi consequuntur quia sed exercitationem quisquam error.,Activo,Urbano
4a2340ae-74f4-11ed-be5f-0242ac1c000c,Universidad María Lara,maría.lara@hotmail.com,956659816,Cum modi natus totam.,Activo,Rural
4a23411c-74f4-11ed-be5f-0242ac1c000c,Universidad Héctor Cózar,héctor.cózar@hotmail.com,996133670,Facilis ipsum aut iste repudiandae. Ad placeat iste.,Activo,Rural
4a23419e-74f4-11ed-be5f-0242ac1c000c,Universidad Yago Galán,yago.galán@hotmail.com,958583190,Nulla et atque nobis nostrum. Architecto veniam omnis.,Activo,Urbano
4a23420c-74f4-11ed-be5f-0242ac1c000c,Instituto Sol Flor,sol.flor@hotmail.com,916590523,Laudantium quos possimus. Deserunt eius praesentium ipsum.,Inactivo,Rural
4a234284-74f4-11ed-be5f-0242ac1c000c,Universidad Concha Sáez,concha.sáez@hotmail.com,948112572,Sequi ipsa harum. Laboriosam dolorum dolor quae dolorum explicabo.,Activo,Urbano
4a2342fc-74f4-11ed-be5f-0242ac1c000c,Instituto Miguel Ángel Gabaldón,miguel ángel.gabaldón@hotmail.com,952134096,Sequi quis quae quam minus.,Activo,Rural
4a234360-74f4-11ed-be5f-0242ac1c000c,Instituto Fidel Coronado,fidel.coronado@hotmail.com,945049683,Dolore fugiat cumque. Eius magni nobis recusandae suscipit pariatur omnis. Ratione possimus sunt rem perspiciatis.,Inactivo,Urbano
4a2343ce-74f4-11ed-be5f-0242ac1c000c,Instituto Luis Nadal,luis.nadal@hotmail.com,935431502,Incidunt dolorum sit optio alias laboriosam. Animi harum maiores assumenda. Nam officia quidem fuga recusandae sit.,Inactivo,Urbano
4a23443c-74f4-11ed-be5f-0242ac1c000c,Instituto Azeneth Peñalver,azeneth.peñalver@hotmail.com,968958645,Enim repellendus repellendus excepturi ipsum. Quia optio aliquid illo officia.,Activo,Rural
4a2344b4-74f4-11ed-be5f-0242ac1c000c,Instituto Epifanio Pelayo,epifanio.pelayo@hotmail.com,978693965,Deleniti iste maxime nesciunt eos. Itaque incidunt quaerat dolorum.,Inactivo,Urbano
4a234522-74f4-11ed-be5f-0242ac1c000c,Universidad Juan Manuel Chico,juan manuel.chico@hotmail.com,981774575,Iure perferendis vitae vero deleniti est. Eaque doloribus reiciendis deleniti minima. Cum deserunt enim optio.,Inactivo,Urbano
4a23459a-74f4-11ed-be5f-0242ac1c000c,Instituto Esmeralda Gual,esmeralda.gual@hotmail.com,949381240,Nobis vel laudantium voluptas est. Similique natus dolores possimus eligendi. Laudantium alias culpa sequi aperiam similique itaque vero.,Inactivo,Rural
4a234608-74f4-11ed-be5f-0242ac1c000c,Instituto Pía Juliá,pía.juliá@hotmail.com,904490685,Incidunt enim ex minus harum nesciunt eius quibusdam. Sapiente sed dolores excepturi.,Activo,Urbano
4a234676-74f4-11ed-be5f-0242ac1c000c,Instituto Ciríaco Pomares,ciríaco.pomares@hotmail.com,946119141,Ea sint eveniet atque ducimus sapiente. Architecto dolorum laudantium cupiditate. Incidunt rerum quas atque consectetur illum porro commodi.,Inactivo,Rural
4a2346e4-74f4-11ed-be5f-0242ac1c000c,Instituto Liliana Villaverde,liliana.villaverde@hotmail.com,923034989,Repellat modi accusamus officiis in quia dolorum natus. Est possimus debitis architecto atque odit. Earum at sed occaecati.,Inactivo,Urbano
4a234752-74f4-11ed-be5f-0242ac1c000c,Instituto Nacho Santana,nacho.santana@hotmail.com,974949050,Vero possimus hic ipsam vero fugit reprehenderit. Voluptatibus harum repellat dolore soluta autem. Veniam aliquam temporibus vero.,Activo,Urbano
4a2347c0-74f4-11ed-be5f-0242ac1c000c,Universidad Sancho Bermudez,sancho.bermudez@hotmail.com,906998622,At sequi quibusdam hic quasi. Sit illo asperiores facilis qui voluptatibus mollitia.,Activo,Rural
4a23482e-74f4-11ed-be5f-0242ac1c000c,Instituto Teófila Toro,teófila.toro@hotmail.com,946419141,Culpa nobis deleniti optio placeat.,Activo,Rural
4a234932-74f4-11ed-be5f-0242ac1c000c,Universidad Jennifer Vilanova,jennifer.vilanova@hotmail.com,963346439,Repellendus sequi sit ducimus a suscipit quaerat. Nisi animi voluptatibus rerum repellendus corporis aliquam consequuntur.,Activo,Rural
4a2349c8-74f4-11ed-be5f-0242ac1c000c,Instituto Macarena Pomares,macarena.pomares@hotmail.com,936166556,Suscipit magnam ipsum laborum ex consectetur in. At consectetur non laudantium nam porro animi. Facere enim debitis quibusdam vitae.,Activo,Urbano
4a234a36-74f4-11ed-be5f-0242ac1c000c,Instituto Ciro Milla,ciro.milla@hotmail.com,936549707,Ad reiciendis nobis. Facere facere veniam deleniti quia consequatur. Deleniti enim occaecati soluta sunt veritatis.,Inactivo,Urbano
4a234aa4-74f4-11ed-be5f-0242ac1c000c,Instituto Rubén Cordero,rubén.cordero@hotmail.com,933982654,Molestiae itaque ipsum quia eaque. Dolorum repellendus quaerat in voluptatem amet est. Numquam iusto laudantium earum.,Inactivo,Rural
4a234b12-74f4-11ed-be5f-0242ac1c000c,Universidad Filomena Cáceres,filomena.cáceres@hotmail.com,938311298,Harum voluptates aspernatur beatae consequatur minus. Possimus voluptatem laborum nisi consectetur laudantium veniam. Magni sapiente nulla iusto voluptatum officiis nam ducimus.,Inactivo,Urbano
4a234b76-74f4-11ed-be5f-0242ac1c000c,Universidad Clemente Manzano,clemente.manzano@hotmail.com,915212669,Animi fugit veniam aliquid est.,Inactivo,Urbano
4a234be4-74f4-11ed-be5f-0242ac1c000c,Universidad Lupita Pujadas,lupita.pujadas@hotmail.com,952687037,Enim iusto saepe architecto iusto. Saepe voluptatum suscipit qui quisquam libero delectus.,Activo,Urbano
4a234c5c-74f4-11ed-be5f-0242ac1c000c,Universidad Candelas Criado,candelas.criado@hotmail.com,970401455,Vel qui eligendi excepturi quam eligendi placeat nostrum. Voluptatem voluptatibus a quod. Possimus in qui laboriosam ratione.,Activo,Urbano
4a234cca-74f4-11ed-be5f-0242ac1c000c,Universidad Félix Barreda,félix.barreda@hotmail.com,964100101,Ab rerum porro nulla. Inventore voluptatibus libero aperiam numquam doloribus repellendus.,Activo,Urbano
4a234d38-74f4-11ed-be5f-0242ac1c000c,Instituto Tatiana Arias,tatiana.arias@hotmail.com,959134141,Iste nesciunt corporis consequatur.,Activo,Rural
4a234db0-74f4-11ed-be5f-0242ac1c000c,Universidad Amaya Cañizares,amaya.cañizares@hotmail.com,994077275,Perspiciatis amet provident veritatis nisi culpa. Nobis nihil modi placeat aut. Eos impedit sit.,Activo,Urbano
4a234e1e-74f4-11ed-be5f-0242ac1c000c,Universidad Nerea Benito,nerea.benito@hotmail.com,956572718,Placeat modi officiis atque. Doloribus rem consequatur.,Activo,Urbano
4a234e8c-74f4-11ed-be5f-0242ac1c000c,Universidad Olivia Sáez,olivia.sáez@hotmail.com,982657095,Corporis repudiandae quas dolorem at. Omnis similique nostrum quas laudantium placeat harum.,Inactivo,Urbano
4a234ef0-74f4-11ed-be5f-0242ac1c000c,Instituto Dorotea Macias,dorotea.macias@hotmail.com,961654725,Expedita voluptate ullam at. Natus commodi vel.,Activo,Urbano
4a234f5e-74f4-11ed-be5f-0242ac1c000c,Universidad Vasco Iriarte,vasco.iriarte@hotmail.com,935902460,Nesciunt autem explicabo. Ipsam recusandae occaecati omnis. Tenetur fugit sint odio eaque.,Inactivo,Urbano
4a234fcc-74f4-11ed-be5f-0242ac1c000c,Universidad Modesta Urrutia,modesta.urrutia@hotmail.com,979617838,Labore voluptates ducimus vel minus totam reiciendis. Quia omnis similique quidem veniam.,Inactivo,Urbano
4a23503a-74f4-11ed-be5f-0242ac1c000c,Universidad Abigaíl Tejera,abigaíl.tejera@hotmail.com,995784959,Iste nisi possimus voluptate labore aperiam. Nobis modi tempora sint neque.,Activo,Rural
4a23509e-74f4-11ed-be5f-0242ac1c000c,Instituto Angelita Frías,angelita.frías@hotmail.com,928814635,Eos labore iusto incidunt quas cumque id. Voluptas repudiandae doloribus iure repudiandae maxime. Voluptates minus facilis nam at adipisci voluptatum. Quas ullam repellat laudantium consectetur similique.,Inactivo,Urbano
4a23510c-74f4-11ed-be5f-0242ac1c000c,Universidad Rosenda Vilalta,rosenda.vilalta@hotmail.com,954667064,Dolorum eum nesciunt sit molestias sit voluptatibus. Quod minus sunt itaque. Nesciunt nihil optio natus nobis.,Activo,Urbano
4a23517a-74f4-11ed-be5f-0242ac1c000c,Universidad Severiano Morata,severiano.morata@hotmail.com,949052754,Vitae occaecati dignissimos recusandae beatae nesciunt. Deleniti commodi temporibus alias atque. Sed beatae reiciendis. Ipsa facilis veritatis sunt blanditiis enim enim.,Activo,Urbano
4a2351de-74f4-11ed-be5f-0242ac1c000c,Universidad Cesar Jaume,cesar.jaume@hotmail.com,953962970,Tempore doloremque voluptates deleniti sint. Soluta accusantium dolore accusamus aperiam ratione voluptatem. Aperiam ex ducimus nam quia maxime possimus.,Inactivo,Urbano
4a23524c-74f4-11ed-be5f-0242ac1c000c,Instituto Ramiro Jaén,ramiro.jaén@hotmail.com,919088399,Esse delectus magni quam illo. Delectus quidem ducimus.,Activo,Rural
4a2352ba-74f4-11ed-be5f-0242ac1c000c,Instituto Prudencio Cárdenas,prudencio.cárdenas@hotmail.com,926805750,Culpa nemo illum accusamus ad corrupti iure.,Activo,Urbano
4a235332-74f4-11ed-be5f-0242ac1c000c,Universidad José Ángel León,josé ángel.león@hotmail.com,984501449,Iste corporis a possimus maiores delectus. Facere quis ut voluptate.,Inactivo,Urbano
4a2353a0-74f4-11ed-be5f-0242ac1c000c,Universidad Alcides Carrión,alcides.carrión@hotmail.com,911643430,Dolores nobis dicta eius maxime quae. Quos nihil eius autem. Illum dolor dolorem nulla nesciunt.,Activo,Rural
4a23540e-74f4-11ed-be5f-0242ac1c000c,Universidad Loida Romero,loida.romero@hotmail.com,945684700,Inventore voluptatibus itaque repellendus consectetur. Laudantium libero eaque rem cupiditate.,Activo,Urbano
4a23547c-74f4-11ed-be5f-0242ac1c000c,Instituto Camilo Franco,camilo.franco@hotmail.com,975955512,Ipsa temporibus rem ratione. Voluptatum sunt sit.,Inactivo,Urbano
4a2354ea-74f4-11ed-be5f-0242ac1c000c,Universidad Chus Jimenez,chus.jimenez@hotmail.com,964381237,Earum ipsa doloribus. Quod culpa dolorem cupiditate at quas totam. Non quos adipisci perferendis ipsam blanditiis quae. Voluptate tempore mollitia ipsa nisi in labore.,Activo,Urbano
4a235558-74f4-11ed-be5f-0242ac1c000c,Instituto Ángeles Sans,ángeles.sans@hotmail.com,904313788,Aperiam sequi magni repudiandae. Quia expedita molestias.,Activo,Rural
4a2355bc-74f4-11ed-be5f-0242ac1c000c,Universidad Goyo Mercader,goyo.mercader@hotmail.com,913552934,Magnam non nostrum necessitatibus quo saepe ipsa laudantium. Ratione repellat nobis pariatur dolorum velit cupiditate. Mollitia numquam est impedit est earum.,Inactivo,Urbano
4a235634-74f4-11ed-be5f-0242ac1c000c,Instituto Isaura Pereira,isaura.pereira@hotmail.com,931822220,Totam laudantium consectetur excepturi nisi totam saepe. Delectus modi inventore molestias facilis doloremque possimus.,Inactivo,Rural
4a2356ac-74f4-11ed-be5f-0242ac1c000c,Instituto Sebastián Mariño,sebastián.mariño@hotmail.com,946594354,Harum officiis delectus quam exercitationem eaque molestias. Iure consequuntur ab necessitatibus eaque distinctio ducimus.,Activo,Rural
4a23571a-74f4-11ed-be5f-0242ac1c000c,Universidad Pedro Aller,pedro.aller@hotmail.com,950296178,Ducimus autem iste. Odit consequuntur saepe consequuntur fuga omnis sunt molestiae. Ullam autem recusandae repellendus reprehenderit.,Inactivo,Urbano
4a235788-74f4-11ed-be5f-0242ac1c000c,Universidad Nico Luz,nico.luz@hotmail.com,985661566,In qui enim accusantium omnis. Nobis quidem autem fugit atque.,Inactivo,Rural
4a235800-74f4-11ed-be5f-0242ac1c000c,Universidad Dora Almazán,dora.almazán@hotmail.com,970607472,Repellendus earum dignissimos perspiciatis. Commodi explicabo vel soluta maiores culpa voluptatum sequi.,Activo,Rural
4a23586e-74f4-11ed-be5f-0242ac1c000c,Instituto Carolina Redondo,carolina.redondo@hotmail.com,985482008,Magnam tenetur sunt minus unde iusto minus. Recusandae itaque ipsum sit ullam sed ut. Fugiat aperiam voluptates voluptatibus molestias reiciendis atque.,Activo,Rural
4a2358dc-74f4-11ed-be5f-0242ac1c000c,Instituto Begoña Gallardo,begoña.gallardo@hotmail.com,962166019,Rem repellendus magni. Neque odio eaque.,Activo,Rural
4a235940-74f4-11ed-be5f-0242ac1c000c,Instituto Tecla Amorós,tecla.amorós@hotmail.com,940423005,Eum culpa magni deserunt nemo. Nihil illo totam distinctio autem.,Inactivo,Rural
4a2359ae-74f4-11ed-be5f-0242ac1c000c,Instituto Esmeralda Castilla,esmeralda.castilla@hotmail.com,951584037,Veritatis quaerat et reiciendis nostrum. Nam numquam quasi facilis. Error deleniti perspiciatis minus itaque.,Inactivo,Urbano
4a235a26-74f4-11ed-be5f-0242ac1c000c,Instituto Manuel Tirado,manuel.tirado@hotmail.com,932943344,Maiores tenetur maiores at minima. Facilis maxime voluptas sed sint.,Inactivo,Urbano
4a235ad0-74f4-11ed-be5f-0242ac1c000c,Instituto Amanda Mulet,amanda.mulet@hotmail.com,939420963,Alias libero voluptatibus perspiciatis quia. Itaque aliquam recusandae enim. Excepturi molestiae commodi harum nemo.,Activo,Urbano
4a235b70-74f4-11ed-be5f-0242ac1c000c,Instituto Marisela Orozco,marisela.orozco@hotmail.com,911324866,Veritatis placeat veritatis similique rem saepe aperiam. Rerum aliquam laborum iusto vitae tempora. Aliquam ipsum repellat quas adipisci laudantium.,Inactivo,Urbano
4a235bfc-74f4-11ed-be5f-0242ac1c000c,Universidad Ildefonso Pedraza,ildefonso.pedraza@hotmail.com,980633250,Facilis earum dolor. Et cumque ratione molestiae laborum voluptate. Veritatis mollitia commodi quod nam. Dolores officiis hic enim aperiam harum.,Inactivo,Rural
