VarIdentificadorParametros,VarAccionAfirSocioecoParametros,VarAccionAfirTerriParametros,VarAccionAfirRuralParametros,VarAccionAfirVulneraParametros,VarAccionAfirPueblosNacionParametros,VarCuposOfertaCarParametros,DtCuposOfertaCarParametros,VarNotaReferCarParametros
0ab50ada-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,3,Falso,49,8/8/2022,718
0ab50b34-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,2,Verdadero,1,19/8/2022,811
0ab50b8e-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,4,Falso,3,17/10/2022,807
0ab50be8-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,4,Falso,14,16/11/2022,749
0ab50c42-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,0,Verdadero,16,21/5/2022,954
0ab50c9c-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,4,Verdadero,31,11/6/2022,842
0ab50d1e-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,2,Verdadero,14,2/7/2022,792
0ab50d78-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,4,Verdadero,26,3/11/2022,964
0ab50dd2-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,0,Verdadero,4,9/5/2022,905
0ab50e36-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,6,Verdadero,19,16/11/2022,792
0ab50e90-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,0,Verdadero,46,15/11/2022,709
0ab50eea-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,0,Verdadero,15,23/6/2022,712
0ab50f44-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,2,Falso,0,3/6/2022,854
0ab50fa8-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,0,Falso,40,15/10/2022,763
0ab51002-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,4,Verdadero,2,23/9/2022,783
0ab51066-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,5,Verdadero,50,17/8/2022,885
0ab510ca-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,5,Falso,17,20/10/2022,800
0ab51124-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,2,Verdadero,0,2/8/2022,872
0ab51188-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,3,Verdadero,26,25/10/2022,881
0ab5149e-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,0,Falso,38,31/8/2022,866
0ab5152a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,2,Falso,22,2/10/2022,991
0ab5158e-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,0,Falso,41,25/9/2022,894
0ab515e8-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,5,Verdadero,7,24/10/2022,800
0ab51642-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,4,Verdadero,0,21/8/2022,733
0ab516a6-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,5,Falso,23,19/7/2022,936
0ab51700-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,1,Verdadero,45,22/11/2022,717
0ab5175a-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,1,Falso,44,10/7/2022,810
0ab517be-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,3,Falso,35,9/7/2022,902
0ab51818-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,1,Falso,1,24/11/2022,884
0ab51872-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,2,Verdadero,30,27/10/2022,705
0ab518d6-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,5,Verdadero,25,25/7/2022,755
0ab51930-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,4,Verdadero,14,25/8/2022,995
0ab519a8-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,2,Falso,45,11/6/2022,964
0ab51a0c-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,3,Falso,5,28/10/2022,961
0ab51a66-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,1,Falso,44,13/8/2022,741
0ab51aca-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,2,Verdadero,9,13/5/2022,702
0ab51b24-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,2,Falso,43,13/6/2022,967
0ab51b88-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,2,Verdadero,39,14/9/2022,979
0ab51c1e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,0,Verdadero,24,1/9/2022,737
0ab51c82-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,4,Verdadero,22,24/6/2022,850
0ab51cdc-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,4,Verdadero,18,18/8/2022,788
0ab51d40-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,3,Verdadero,44,10/10/2022,987
0ab51dea-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,1,Verdadero,6,25/5/2022,731
0ab51e44-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,3,Verdadero,6,6/11/2022,893
0ab51ea8-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,6,Verdadero,17,19/5/2022,860
0ab51f02-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,3,Falso,15,9/5/2022,845
0ab51f66-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,6,Verdadero,15,27/6/2022,952
0ab51fc0-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,6,Verdadero,5,1/6/2022,743
0ab5201a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,6,Verdadero,44,17/11/2022,882
0ab5207e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,5,Falso,12,2/9/2022,775
0ab520d8-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,2,Verdadero,22,3/11/2022,940
0ab52132-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,5,Verdadero,17,31/8/2022,791
0ab52196-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,1,Verdadero,36,21/8/2022,878
0ab521f0-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,0,Falso,7,13/11/2022,841
0ab52254-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,0,Verdadero,18,1/10/2022,700
0ab522ae-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,5,Verdadero,39,17/7/2022,726
0ab52308-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,6,Falso,3,13/8/2022,958
0ab5236c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,2,Falso,17,27/6/2022,787
0ab523c6-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,4,Verdadero,28,5/11/2022,782
0ab52420-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,1,Verdadero,49,22/10/2022,981
0ab5247a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,4,Verdadero,29,12/11/2022,890
0ab524de-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,3,Verdadero,43,31/5/2022,884
0ab52538-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,5,Verdadero,2,22/7/2022,730
0ab52592-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,0,Verdadero,5,22/10/2022,782
0ab525f6-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,2,Verdadero,9,4/5/2022,901
0ab52650-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,0,Verdadero,18,2/10/2022,798
0ab526aa-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,6,Verdadero,23,3/8/2022,892
0ab52704-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,0,Verdadero,46,29/6/2022,762
0ab52768-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,2,Falso,46,3/9/2022,824
0ab527d6-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,3,Verdadero,7,24/10/2022,901
0ab528a8-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,5,Verdadero,45,28/8/2022,825
0ab52948-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,1,Falso,8,30/11/2022,979
0ab529d4-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,1,Verdadero,32,21/7/2022,747
0ab52a60-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,2,Verdadero,24,10/11/2022,886
0ab52af6-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,4,Verdadero,4,4/5/2022,967
0ab52b8c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,4,Verdadero,27,6/6/2022,810
0ab52c18-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,0,Verdadero,34,14/7/2022,969
0ab52ca4-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,0,Verdadero,17,3/11/2022,750
0ab52d30-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,6,Verdadero,33,5/6/2022,753
0ab52dbc-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,5,Verdadero,50,24/10/2022,755
0ab52e3e-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,5,Verdadero,5,20/7/2022,796
0ab52eca-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,6,Falso,47,24/7/2022,714
0ab52f56-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,1,Verdadero,16,29/10/2022,948
0ab52fd8-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,2,Verdadero,29,28/11/2022,810
0ab53064-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,2,Verdadero,10,13/11/2022,704
0ab530fa-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,1,Falso,50,21/10/2022,999
0ab5317c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,1,Falso,42,29/5/2022,878
0ab53212-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,3,Verdadero,34,18/11/2022,951
0ab532a8-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,0,Falso,19,28/8/2022,962
0ab5333e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,3,Falso,14,3/6/2022,780
0ab533ca-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,0,Verdadero,49,22/5/2022,913
0ab53460-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,1,Falso,40,26/5/2022,827
0ab534f6-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,4,Falso,21,28/10/2022,984
0ab53582-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,0,Falso,5,7/8/2022,738
0ab53622-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,1,Verdadero,5,27/8/2022,715
0ab536d6-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,4,Verdadero,29,6/9/2022,891
0ab53762-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,3,Falso,43,17/8/2022,928
0ab537ee-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,4,Falso,37,3/10/2022,730
0ab53884-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,2,Falso,2,5/10/2022,884
0ab53b54-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,5,Verdadero,13,29/5/2022,734
0ab53bfe-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,2,Falso,39,19/10/2022,763
0ab53c94-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,1,Falso,13,5/6/2022,730
0ab53d20-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,2,Verdadero,27,21/7/2022,869
0ab53db6-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,0,Falso,36,15/8/2022,752
0ab53e42-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,4,Falso,31,15/10/2022,916
0ab53ed8-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,2,Falso,15,15/8/2022,755
0ab53f64-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,5,Verdadero,28,29/6/2022,943
0ab53ff0-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,6,Falso,4,14/11/2022,896
0ab54086-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,6,Falso,21,8/11/2022,963
0ab54112-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,4,Verdadero,12,6/5/2022,714
0ab541a8-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,4,Falso,42,28/6/2022,777
0ab54234-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,2,Falso,30,13/8/2022,737
0ab542ca-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,4,Falso,21,25/7/2022,999
0ab543b0-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,0,Verdadero,49,26/11/2022,785
0ab54446-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,5,Falso,31,18/9/2022,703
0ab544d2-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,0,Verdadero,34,21/6/2022,917
0ab5463a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,0,Verdadero,22,30/5/2022,736
0ab546da-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,2,Falso,41,12/11/2022,746
0ab547f2-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,4,Falso,21,29/9/2022,824
0ab54888-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,4,Falso,35,11/5/2022,911
0ab54914-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,5,Verdadero,0,22/11/2022,876
0ab549a0-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,2,Falso,6,21/5/2022,715
0ab54a36-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,3,Falso,18,22/8/2022,701
0ab54ac2-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,4,Falso,0,26/10/2022,945
0ab54b58-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,1,Verdadero,44,24/10/2022,990
0ab54be4-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,1,Verdadero,43,23/5/2022,969
0ab54c7a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,4,Verdadero,21,23/7/2022,929
0ab54d06-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,5,Verdadero,36,7/9/2022,835
0ab54d9c-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,1,Falso,4,7/8/2022,809
0ab54e28-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,0,Falso,26,29/5/2022,930
0ab54ebe-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,4,Falso,41,27/8/2022,720
0ab54f4a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,6,Falso,1,17/9/2022,849
0ab54ffe-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,6,Verdadero,48,29/6/2022,911
0ab5508a-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,3,Verdadero,22,5/10/2022,717
0ab55120-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,3,Verdadero,37,28/11/2022,727
0ab551ac-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,0,Falso,0,25/8/2022,986
0ab55242-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,2,Verdadero,28,10/6/2022,931
0ab552d8-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,2,Verdadero,34,27/6/2022,800
0ab55364-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,3,Verdadero,4,28/8/2022,736
0ab553fa-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,2,Verdadero,40,20/11/2022,980
0ab55486-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,6,Falso,18,1/8/2022,731
0ab55512-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,2,Verdadero,38,21/10/2022,749
0ab555a8-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,2,Falso,49,7/6/2022,935
0ab55634-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,4,Falso,11,23/7/2022,737
0ab556ca-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,2,Falso,17,29/10/2022,824
0ab55760-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,4,Falso,28,11/9/2022,809
0ab557ec-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,0,Verdadero,14,2/7/2022,904
0ab55878-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,4,Verdadero,7,9/11/2022,945
0ab5590e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,4,Verdadero,24,11/6/2022,778
0ab559ea-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,4,Verdadero,50,6/5/2022,736
0ab55a8a-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,3,Falso,50,2/10/2022,804
0ab55b20-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,0,Verdadero,15,2/7/2022,763
0ab55bac-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,3,Verdadero,3,27/11/2022,712
0ab55c42-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,3,Falso,10,27/11/2022,837
0ab55cce-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,3,Falso,31,20/8/2022,731
0ab55d64-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,6,Verdadero,28,30/6/2022,729
0ab55df0-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,1,Verdadero,16,27/9/2022,867
0ab55e86-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,0,Verdadero,46,2/8/2022,801
0ab5d884-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,0,Falso,22,4/8/2022,849
0ab5d960-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,5,Falso,13,29/7/2022,816
0ab5da14-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,1,Falso,16,17/6/2022,732
0ab5dab4-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,2,Verdadero,44,9/10/2022,766
0ab5db5e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,5,Falso,44,18/10/2022,867
0ab5dbfe-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,6,Falso,6,1/9/2022,750
0ab5dc9e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,6,Falso,34,10/7/2022,953
0ab5dd3e-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,2,Verdadero,37,19/6/2022,741
0ab5dde8-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,0,Falso,48,21/11/2022,752
0ab5de88-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,6,Verdadero,17,14/7/2022,786
0ab5df28-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,6,Verdadero,28,4/7/2022,841
0ab5e022-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,4,Verdadero,28,11/8/2022,829
0ab5e0c2-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,4,Verdadero,26,14/7/2022,947
0ab5e14e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,2,Verdadero,21,9/6/2022,907
0ab5e1da-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,5,Falso,20,7/8/2022,967
0ab5e266-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,2,Verdadero,50,3/8/2022,905
0ab5e2de-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,3,Falso,32,18/11/2022,793
0ab5e360-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,2,Falso,29,5/10/2022,724
0ab5e3ec-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,1,Falso,2,29/8/2022,751
0ab5e46e-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,6,Verdadero,16,31/5/2022,824
0ab5e4f0-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,5,Falso,47,8/9/2022,726
0ab5e57c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,3,Falso,26,26/8/2022,822
0ab5e612-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,1,Verdadero,13,17/8/2022,740
0ab5e69e-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,6,Verdadero,47,22/6/2022,948
0ab5e734-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,3,Verdadero,16,26/10/2022,974
0ab5e806-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,0,Verdadero,28,1/8/2022,895
0ab5e9a0-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,0,Verdadero,6,2/6/2022,971
0ab5ea54-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,5,Falso,31,29/7/2022,757
0ab5ead6-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,3,Falso,39,7/10/2022,805
0ab5eb58-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,6,Verdadero,18,19/7/2022,801
0ab5ebc6-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,6,Falso,16,17/7/2022,741
0ab5ec20-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,2,Falso,17,25/5/2022,918
0ab5ec7a-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,4,Falso,40,29/8/2022,719
0ab5ecde-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,3,Falso,11,20/5/2022,985
0ab5ed38-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,3,Falso,34,17/8/2022,792
0ab5ed92-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,1,Verdadero,1,6/6/2022,821
0ab5edec-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,6,Verdadero,39,7/6/2022,945
0ab5ee50-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,1,Falso,4,18/7/2022,946
0ab5eeaa-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,0,Verdadero,3,16/8/2022,706
0ab5ef04-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,6,Verdadero,9,27/11/2022,835
0ab5ef5e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,3,Falso,16,8/9/2022,727
0ab5efc2-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,0,Verdadero,27,24/7/2022,866
0ab5f03a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,3,Verdadero,22,7/6/2022,818
0ab5f09e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,4,Falso,33,8/8/2022,771
0ab5f0f8-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,4,Verdadero,4,9/5/2022,978
0ab5f15c-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,1,Verdadero,17,6/11/2022,850
0ab5f1b6-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,0,Verdadero,48,5/10/2022,975
0ab5f210-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,3,Verdadero,15,11/7/2022,924
0ab5f26a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,6,Verdadero,0,28/11/2022,805
0ab5f30a-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,3,Falso,12,18/9/2022,741
0ab5f364-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,3,Falso,46,21/10/2022,834
0ab5f3c8-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,1,Falso,0,16/9/2022,704
0ab5f422-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,4,Verdadero,26,29/7/2022,813
0ab5f47c-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,6,Verdadero,9,12/7/2022,767
0ab5f4d6-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,1,Falso,34,27/5/2022,879
0ab5f530-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,5,Verdadero,18,23/11/2022,946
0ab5f58a-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,1,Verdadero,14,25/10/2022,864
0ab5f5e4-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,2,Falso,15,29/10/2022,940
0ab5f648-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,2,Verdadero,5,15/6/2022,735
0ab5f6ac-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,4,Falso,4,2/8/2022,896
0ab5f710-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,5,Falso,37,23/11/2022,855
0ab5f76a-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,3,Verdadero,20,14/6/2022,709
0ab5f7c4-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,5,Falso,47,23/6/2022,783
0ab5f81e-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,2,Verdadero,35,13/9/2022,965
0ab5f878-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,2,Verdadero,10,10/10/2022,745
0ab5f8d2-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,5,Falso,44,26/7/2022,808
0ab5f92c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,6,Falso,13,24/6/2022,718
