VarIdentificadorSedes,VarNombreSedes,VarDescripcionSedes,NbrTelefonoSedes,VarEstadoSedes,VarIdentificadorProvincia,VarIdentificadorParroquia,VarIdentificadorCanton,VarIdentificadorInstitucionEducativa
ff211cf4-99c7-11ed-83a5-0242ac1c000c,ESMERALDAS,Minima odio libero omnis corporis itaque impedit. Consequatur sunt dignissimos cum voluptates necessitatibus.,950989177,Activo,5d69f7a4-74f7-11ed-8d69-0242ac1c000c,359d2d7c-74f7-11ed-a487-0242ac1c000c,8c0523d6-74f7-11ed-884d-0242ac1c000c,4a24d8d8-74f4-11ed-be5f-0242ac1c000c
ff212b7c-99c7-11ed-83a5-0242ac1c000c,LA TRONCAL,Itaque aut molestias fugit non nobis. Voluptatem hic perferendis eum provident. Cum quam culpa nulla sed iure voluptatibus dolor.,907793481,Activo,5d69f826-74f7-11ed-8d69-0242ac1c000c,359d2e1c-74f7-11ed-a487-0242ac1c000c,8c052430-74f7-11ed-884d-0242ac1c000c,4a24d946-74f4-11ed-be5f-0242ac1c000c
ff212d3e-99c7-11ed-83a5-0242ac1c000c,SEDE - AMBATO,Praesentium optio optio doloribus. Tempora saepe quidem. Veritatis nesciunt corrupti veniam.,974662370,Inactivo,5d69f8a8-74f7-11ed-8d69-0242ac1c000c,359d2eb2-74f7-11ed-a487-0242ac1c000c,8c052494-74f7-11ed-884d-0242ac1c000c,4a24d9be-74f4-11ed-be5f-0242ac1c000c
ff212dd4-99c7-11ed-83a5-0242ac1c000c,PUYO,Expedita libero voluptates inventore illum nesciunt. Unde asperiores voluptate. Aliquam magnam doloribus praesentium dolore cum.,916570574,Inactivo,5d69f92a-74f7-11ed-8d69-0242ac1c000c,359d2f98-74f7-11ed-a487-0242ac1c000c,8c0524f8-74f7-11ed-884d-0242ac1c000c,4a24da2c-74f4-11ed-be5f-0242ac1c000c
ff212ec4-99c7-11ed-83a5-0242ac1c000c,GUARANDA,Voluptatem odit iste pariatur dicta modi. Occaecati sapiente quae. Magnam quidem quod dolorem libero.,972554892,Activo,5d69f9ac-74f7-11ed-8d69-0242ac1c000c,359d3024-74f7-11ed-a487-0242ac1c000c,8c05255c-74f7-11ed-884d-0242ac1c000c,4a24da9a-74f4-11ed-be5f-0242ac1c000c
ff212f50-99c7-11ed-83a5-0242ac1c000c,PUERTO QUITO,Cum reiciendis a. Odio quasi sequi sapiente facere quaerat odio. Numquam ducimus perspiciatis harum error harum facilis.,997678872,Inactivo,5d69fa42-74f7-11ed-8d69-0242ac1c000c,359d30ba-74f7-11ed-a487-0242ac1c000c,8c0525c0-74f7-11ed-884d-0242ac1c000c,4a24db26-74f4-11ed-be5f-0242ac1c000c
ff212fdc-99c7-11ed-83a5-0242ac1c000c,MATRIZ - PUERTO QUITO,Ipsa eveniet esse vero excepturi. Omnis pariatur magni exercitationem possimus.,906059708,Inactivo,5d69face-74f7-11ed-8d69-0242ac1c000c,359d313c-74f7-11ed-a487-0242ac1c000c,8c05261a-74f7-11ed-884d-0242ac1c000c,4a24db94-74f4-11ed-be5f-0242ac1c000c
ff213068-99c7-11ed-83a5-0242ac1c000c,HUAQUILLAS,Amet ut temporibus facilis necessitatibus quaerat voluptatum. Inventore quae consequuntur iste voluptatibus quos laboriosam doloremque. Nemo consequuntur quos ex ipsam culpa tempora.,998780208,Activo,5d69fb5a-74f7-11ed-8d69-0242ac1c000c,359d31c8-74f7-11ed-a487-0242ac1c000c,8c05267e-74f7-11ed-884d-0242ac1c000c,4a24dc02-74f4-11ed-be5f-0242ac1c000c
ff2130ea-99c7-11ed-83a5-0242ac1c000c,BIBLIAN,Fugit totam provident aperiam laudantium modi a. Repellat placeat laborum sit error nisi.,993247143,Activo,5d69fbe6-74f7-11ed-8d69-0242ac1c000c,359d3254-74f7-11ed-a487-0242ac1c000c,8c0526e2-74f7-11ed-884d-0242ac1c000c,4a24dc70-74f4-11ed-be5f-0242ac1c000c
ff21316c-99c7-11ed-83a5-0242ac1c000c,MATRIZ - PASAJE,Aut accusamus placeat ratione odit perspiciatis aliquid. Iste ratione doloribus quisquam rem facere aperiam.,992257765,Inactivo,5d69fc72-74f7-11ed-8d69-0242ac1c000c,359d32ea-74f7-11ed-a487-0242ac1c000c,8c05278c-74f7-11ed-884d-0242ac1c000c,4a24dcde-74f4-11ed-be5f-0242ac1c000c
ff2131e4-99c7-11ed-83a5-0242ac1c000c,MATRIZ - DAULE,Corporis ipsum similique inventore omnis atque.,998560585,Activo,5d69fcfe-74f7-11ed-8d69-0242ac1c000c,359d3380-74f7-11ed-a487-0242ac1c000c,8c0527f0-74f7-11ed-884d-0242ac1c000c,4a24dd4c-74f4-11ed-be5f-0242ac1c000c
ff213266-99c7-11ed-83a5-0242ac1c000c,MATRIZ - AZOGUES,Voluptas tenetur provident repudiandae quisquam. Vitae sunt error earum quidem aut. Voluptatum laborum at aut dolorum.,922574446,Inactivo,5d69fde4-74f7-11ed-8d69-0242ac1c000c,359d340c-74f7-11ed-a487-0242ac1c000c,8c052854-74f7-11ed-884d-0242ac1c000c,4a24ddba-74f4-11ed-be5f-0242ac1c000c
ff2132d4-99c7-11ed-83a5-0242ac1c000c,SEDE - RIOBAMBA,Veniam similique facere nisi quas velit enim. Aspernatur beatae saepe dolore et quos sapiente eum. Quo quam perspiciatis facilis animi perferendis nobis saepe.,926825213,Activo,5d69eeee-74f7-11ed-8d69-0242ac1c000c,359d34a2-74f7-11ed-a487-0242ac1c000c,8c0528b8-74f7-11ed-884d-0242ac1c000c,4a24de1e-74f4-11ed-be5f-0242ac1c000c
ff213360-99c7-11ed-83a5-0242ac1c000c,LA MANA,Debitis totam voluptates sed. Officiis quasi praesentium repellendus dolor natus.,923673405,Inactivo,5d69f132-74f7-11ed-8d69-0242ac1c000c,359d3542-74f7-11ed-a487-0242ac1c000c,8c052926-74f7-11ed-884d-0242ac1c000c,4a24deaa-74f4-11ed-be5f-0242ac1c000c
ff2133d8-99c7-11ed-83a5-0242ac1c000c,MATRIZ - Sede QUITO,Reiciendis ipsa rem neque reprehenderit asperiores mollitia reiciendis. Nostrum iusto nostrum minus perferendis eveniet suscipit omnis.,932618806,Inactivo,5d69f1f0-74f7-11ed-8d69-0242ac1c000c,359d35ce-74f7-11ed-a487-0242ac1c000c,8c052980-74f7-11ed-884d-0242ac1c000c,4a24df18-74f4-11ed-be5f-0242ac1c000c
ff21345a-99c7-11ed-83a5-0242ac1c000c,MATRIZ - LIMON INDANZA,Nostrum quos non. Alias magni nemo dignissimos incidunt ipsam. Ex iste corporis mollitia. Eos atque iusto ex facilis odio.,973879513,Activo,5d69f29a-74f7-11ed-8d69-0242ac1c000c,359d365a-74f7-11ed-a487-0242ac1c000c,8c0529ee-74f7-11ed-884d-0242ac1c000c,4a24df86-74f4-11ed-be5f-0242ac1c000c
ff2134dc-99c7-11ed-83a5-0242ac1c000c,AMBATO,Cupiditate facere exercitationem dicta.,900884530,Activo,5d69f330-74f7-11ed-8d69-0242ac1c000c,359d36f0-74f7-11ed-a487-0242ac1c000c,8c052a48-74f7-11ed-884d-0242ac1c000c,4a24dff4-74f4-11ed-be5f-0242ac1c000c
ff21355e-99c7-11ed-83a5-0242ac1c000c,MATRIZ - MANTA,Alias adipisci quas odit natus iure nihil. Saepe non cumque ipsum at.,990167668,Activo,5d69f3c6-74f7-11ed-8d69-0242ac1c000c,359d3786-74f7-11ed-a487-0242ac1c000c,8c052aac-74f7-11ed-884d-0242ac1c000c,4a24e062-74f4-11ed-be5f-0242ac1c000c
ff2135d6-99c7-11ed-83a5-0242ac1c000c,MATRIZ - ESMERALDAS,Error est unde error. Deserunt ad adipisci ipsam.,988763380,Inactivo,5d69f452-74f7-11ed-8d69-0242ac1c000c,359d381c-74f7-11ed-a487-0242ac1c000c,8c052b10-74f7-11ed-884d-0242ac1c000c,4a24e0da-74f4-11ed-be5f-0242ac1c000c
ff213658-99c7-11ed-83a5-0242ac1c000c,EL GUABO,Dicta libero fugit voluptatem veniam reiciendis incidunt facilis. Ipsam aliquam suscipit ut quaerat qui repudiandae maxime.,909482641,Activo,5d69f4f2-74f7-11ed-8d69-0242ac1c000c,359d38b2-74f7-11ed-a487-0242ac1c000c,8c052b9c-74f7-11ed-884d-0242ac1c000c,4a24e148-74f4-11ed-be5f-0242ac1c000c
ff2136da-99c7-11ed-83a5-0242ac1c000c,ALAUSI,Rerum totam nemo aperiam. Recusandae dolore veniam ad iusto. Officia cum eveniet similique nobis.,933321957,Activo,5d69f57e-74f7-11ed-8d69-0242ac1c000c,359d397a-74f7-11ed-a487-0242ac1c000c,8c052c00-74f7-11ed-884d-0242ac1c000c,4a24e1c0-74f4-11ed-be5f-0242ac1c000c
ff2137ca-99c7-11ed-83a5-0242ac1c000c,CAYAMBE,Ducimus sed labore incidunt exercitationem molestiae. Impedit blanditiis ab quae. Ad a eum iste facere eius.,914867173,Activo,5d69f60a-74f7-11ed-8d69-0242ac1c000c,359d3a10-74f7-11ed-a487-0242ac1c000c,8c052c5a-74f7-11ed-884d-0242ac1c000c,4a24e22e-74f4-11ed-be5f-0242ac1c000c
ff21384c-99c7-11ed-83a5-0242ac1c000c,MATRIZ - PIÑAS,Aspernatur nesciunt ab ducimus. Quae quae odit accusamus. At minus excepturi animi harum.,974550927,Inactivo,5d69f68c-74f7-11ed-8d69-0242ac1c000c,359d3b0a-74f7-11ed-a487-0242ac1c000c,8c052cbe-74f7-11ed-884d-0242ac1c000c,4a24e2ba-74f4-11ed-be5f-0242ac1c000c
ff2159bc-99c7-11ed-83a5-0242ac1c000c,LA JOYA DE LOS SACHAS,Reprehenderit eveniet perferendis inventore sunt molestias esse corporis. Voluptatum voluptas dolores aspernatur.,988132825,Inactivo,5d69f718-74f7-11ed-8d69-0242ac1c000c,359d3baa-74f7-11ed-a487-0242ac1c000c,8c052d18-74f7-11ed-884d-0242ac1c000c,4a24e346-74f4-11ed-be5f-0242ac1c000c
ff215ab6-99c7-11ed-83a5-0242ac1c000c,BAÑOS,Ipsum quibusdam amet architecto fugiat maiores ut. Voluptatum fugit temporibus iure nemo incidunt odit.,990965984,Activo,5d69f7a4-74f7-11ed-8d69-0242ac1c000c,359d3c40-74f7-11ed-a487-0242ac1c000c,8c052d7c-74f7-11ed-884d-0242ac1c000c,4a24e3be-74f4-11ed-be5f-0242ac1c000c
ff215b4c-99c7-11ed-83a5-0242ac1c000c,MATRIZ - PORTOVIEJO,Necessitatibus ratione error animi saepe. Culpa corrupti ipsa neque.,982947607,Inactivo,5d69f826-74f7-11ed-8d69-0242ac1c000c,359d3cd6-74f7-11ed-a487-0242ac1c000c,8c052de0-74f7-11ed-884d-0242ac1c000c,4a24e42c-74f4-11ed-be5f-0242ac1c000c
ff215bd8-99c7-11ed-83a5-0242ac1c000c,PELILEO,Quae repudiandae unde dolore aspernatur perspiciatis. Odio id necessitatibus qui ipsa.,993277884,Activo,5d69f8a8-74f7-11ed-8d69-0242ac1c000c,359d3d6c-74f7-11ed-a487-0242ac1c000c,8c052e3a-74f7-11ed-884d-0242ac1c000c,4a24e4a4-74f4-11ed-be5f-0242ac1c000c
ff215c64-99c7-11ed-83a5-0242ac1c000c,PORTOVIEJO,Laboriosam ut aperiam voluptatem. Mollitia suscipit ab beatae optio quam.,928713049,Activo,5d69f92a-74f7-11ed-8d69-0242ac1c000c,359d3e02-74f7-11ed-a487-0242ac1c000c,8c052e9e-74f7-11ed-884d-0242ac1c000c,4a24e508-74f4-11ed-be5f-0242ac1c000c
ff215ce6-99c7-11ed-83a5-0242ac1c000c,MATRIZ - YANZATZA,Sint expedita voluptatibus totam ipsam corrupti. Perferendis illo velit placeat quia. Dolores iste sunt laudantium reiciendis quidem ab.,940428017,Inactivo,5d69f9ac-74f7-11ed-8d69-0242ac1c000c,359d3e98-74f7-11ed-a487-0242ac1c000c,8c052ef8-74f7-11ed-884d-0242ac1c000c,4a24e576-74f4-11ed-be5f-0242ac1c000c
ff215d68-99c7-11ed-83a5-0242ac1c000c,QUININDE,Reiciendis asperiores tempore sapiente consequatur dolor quas. Natus nostrum excepturi accusamus nam impedit odit.,913132346,Inactivo,5d69fa42-74f7-11ed-8d69-0242ac1c000c,359d3fe2-74f7-11ed-a487-0242ac1c000c,8c052f5c-74f7-11ed-884d-0242ac1c000c,4a24e5e4-74f4-11ed-be5f-0242ac1c000c
ff215dea-99c7-11ed-83a5-0242ac1c000c,MATRIZ - COTACACHI,Quaerat praesentium nostrum iusto voluptate fuga facilis illum. Et aperiam quae recusandae omnis modi rem id. Non harum quis quam corporis mollitia. Consequatur quibusdam exercitationem modi.,945531886,Activo,5d69face-74f7-11ed-8d69-0242ac1c000c,359d408c-74f7-11ed-a487-0242ac1c000c,8c052fc0-74f7-11ed-884d-0242ac1c000c,4a24e652-74f4-11ed-be5f-0242ac1c000c
ff215e6c-99c7-11ed-83a5-0242ac1c000c,MATRIZ - SANGOLQUI,Repudiandae consectetur voluptatibus rerum. Quas adipisci dolorum ut dolorum debitis.,912451634,Inactivo,5d69fb5a-74f7-11ed-8d69-0242ac1c000c,359d412c-74f7-11ed-a487-0242ac1c000c,8c053024-74f7-11ed-884d-0242ac1c000c,4a24e6ca-74f4-11ed-be5f-0242ac1c000c
ff215ef8-99c7-11ed-83a5-0242ac1c000c,CUENCA,Doloribus repellat sapiente rem laboriosam aut. Assumenda sint in cupiditate illum ratione excepturi. Ea quos id inventore soluta exercitationem.,973885990,Activo,5d69fbe6-74f7-11ed-8d69-0242ac1c000c,359d41cc-74f7-11ed-a487-0242ac1c000c,8c05307e-74f7-11ed-884d-0242ac1c000c,4a24e738-74f4-11ed-be5f-0242ac1c000c
ff216038-99c7-11ed-83a5-0242ac1c000c,MATRIZ - SIMIATUG,Iste beatae veritatis officiis similique consequatur. Tempore harum assumenda vitae iste quas.,985072716,Inactivo,5d69fc72-74f7-11ed-8d69-0242ac1c000c,359d426c-74f7-11ed-a487-0242ac1c000c,8c0530e2-74f7-11ed-884d-0242ac1c000c,4a24e7a6-74f4-11ed-be5f-0242ac1c000c
ff2160d8-99c7-11ed-83a5-0242ac1c000c,QUEVEDO,Architecto cumque sapiente reprehenderit ullam. Consequatur esse velit atque qui. Odit doloremque numquam illo ducimus.,982989503,Inactivo,5d69fcfe-74f7-11ed-8d69-0242ac1c000c,359d430c-74f7-11ed-a487-0242ac1c000c,8c05313c-74f7-11ed-884d-0242ac1c000c,4a24e814-74f4-11ed-be5f-0242ac1c000c
ff21615a-99c7-11ed-83a5-0242ac1c000c,MATRIZ - Sede SUCUA,Ipsa sequi qui suscipit sunt praesentium sunt. Qui vitae doloribus sequi minima rerum. Neque temporibus aspernatur dolorum.,934939715,Inactivo,5d69fde4-74f7-11ed-8d69-0242ac1c000c,359d43ac-74f7-11ed-a487-0242ac1c000c,8c0531a0-74f7-11ed-884d-0242ac1c000c,4a24e882-74f4-11ed-be5f-0242ac1c000c
ff2161dc-99c7-11ed-83a5-0242ac1c000c,MATRIZ - TENA,Sint neque accusamus. Laudantium maiores expedita omnis. Eius sit assumenda aut consectetur saepe dicta at.,905749839,Activo,5d69eeee-74f7-11ed-8d69-0242ac1c000c,359d444c-74f7-11ed-a487-0242ac1c000c,8c05322c-74f7-11ed-884d-0242ac1c000c,4a24e8f0-74f4-11ed-be5f-0242ac1c000c
ff216268-99c7-11ed-83a5-0242ac1c000c,MATRIZ - CHIMBO,Ullam at qui est quisquam ex vel. Dolorem itaque voluptas suscipit sequi eos amet voluptatibus.,914323715,Inactivo,5d69f132-74f7-11ed-8d69-0242ac1c000c,359d4528-74f7-11ed-a487-0242ac1c000c,8c0532a4-74f7-11ed-884d-0242ac1c000c,4a24e95e-74f4-11ed-be5f-0242ac1c000c
ff2162f4-99c7-11ed-83a5-0242ac1c000c,MATRIZ - TULCAN,Iure laborum inventore deleniti eveniet ducimus. Perspiciatis aliquam ratione modi officia iusto.,935054755,Activo,5d69f1f0-74f7-11ed-8d69-0242ac1c000c,359d45d2-74f7-11ed-a487-0242ac1c000c,8c0532fe-74f7-11ed-884d-0242ac1c000c,4a24e9cc-74f4-11ed-be5f-0242ac1c000c
ff21638a-99c7-11ed-83a5-0242ac1c000c,DISTRITO METROPOLITANO DE QUITO MATRIZ,Fugit iste ex dolores velit. Dolor eaque ipsam. Asperiores quia distinctio ad.,969563656,Activo,5d69f29a-74f7-11ed-8d69-0242ac1c000c,359d4672-74f7-11ed-a487-0242ac1c000c,8c05336c-74f7-11ed-884d-0242ac1c000c,4a24ea62-74f4-11ed-be5f-0242ac1c000c
ff216416-99c7-11ed-83a5-0242ac1c000c,LATACUNGA,Optio optio dolorem eveniet. Deserunt nobis voluptas et nulla provident nobis.,921439537,Inactivo,5d69f330-74f7-11ed-8d69-0242ac1c000c,359d4712-74f7-11ed-a487-0242ac1c000c,8c0533d0-74f7-11ed-884d-0242ac1c000c,4a24eada-74f4-11ed-be5f-0242ac1c000c
ff216498-99c7-11ed-83a5-0242ac1c000c,EXTENSION - SANTO DOMINGO DE LOS COLORADOS,Adipisci possimus optio pariatur. Recusandae minus expedita nostrum libero debitis.,906705621,Activo,5d69f3c6-74f7-11ed-8d69-0242ac1c000c,359d47b2-74f7-11ed-a487-0242ac1c000c,8c053434-74f7-11ed-884d-0242ac1c000c,4a24eb52-74f4-11ed-be5f-0242ac1c000c
ff216524-99c7-11ed-83a5-0242ac1c000c,EXTENSION - ESMERALDAS,Provident minima repudiandae soluta illum. Ab expedita laborum laboriosam minus amet. Blanditiis unde asperiores minus qui non.,906590270,Inactivo,5d69f452-74f7-11ed-8d69-0242ac1c000c,359d483e-74f7-11ed-a487-0242ac1c000c,8c053498-74f7-11ed-884d-0242ac1c000c,4a24ebca-74f4-11ed-be5f-0242ac1c000c
ff2165b0-99c7-11ed-83a5-0242ac1c000c,MATRIZ - CAMPUS CENTRAL,Tempora provident officia. Sint quis deleniti dignissimos non non eius sunt. Laudantium porro quidem repellat vel.,994204236,Inactivo,5d69f4f2-74f7-11ed-8d69-0242ac1c000c,359d48d4-74f7-11ed-a487-0242ac1c000c,8c0534fc-74f7-11ed-884d-0242ac1c000c,4a24ec38-74f4-11ed-be5f-0242ac1c000c
ff21663c-99c7-11ed-83a5-0242ac1c000c,SEDE - PORTOVIEJO-CHONE-BAHIA DE CARAQUEZ,Magnam animi nemo dignissimos quibusdam nisi dicta. Fugiat voluptatum assumenda necessitatibus doloremque hic ipsum. Nulla nulla cumque distinctio unde.,900270536,Activo,5d69f57e-74f7-11ed-8d69-0242ac1c000c,359d4960-74f7-11ed-a487-0242ac1c000c,8c053556-74f7-11ed-884d-0242ac1c000c,4a24eca6-74f4-11ed-be5f-0242ac1c000c
ff2166d2-99c7-11ed-83a5-0242ac1c000c,SEDE - SANTO DOMINGO DE LOS TSACHILAS,Occaecati exercitationem repellat vitae. Soluta minima ullam distinctio nisi quos.,915214892,Activo,5d69f60a-74f7-11ed-8d69-0242ac1c000c,359d49f6-74f7-11ed-a487-0242ac1c000c,8c0535ba-74f7-11ed-884d-0242ac1c000c,4a24ed14-74f4-11ed-be5f-0242ac1c000c
ff216768-99c7-11ed-83a5-0242ac1c000c,SEDE - ESMERALDAS,Voluptas dignissimos itaque deleniti tempore corporis architecto delectus. Voluptatem molestias numquam illo. Autem delectus perspiciatis eligendi doloremque explicabo quisquam.,988369584,Inactivo,5d69f68c-74f7-11ed-8d69-0242ac1c000c,359d4a82-74f7-11ed-a487-0242ac1c000c,8c05361e-74f7-11ed-884d-0242ac1c000c,4a24ed82-74f4-11ed-be5f-0242ac1c000c
ff2167f4-99c7-11ed-83a5-0242ac1c000c,PORTOVIEJO SEDE,Ipsa quo impedit minus. Quasi accusantium repellendus vel natus exercitationem in. Inventore odio molestias rerum expedita.,967032793,Activo,5d69f718-74f7-11ed-8d69-0242ac1c000c,359d4b2c-74f7-11ed-a487-0242ac1c000c,8c053682-74f7-11ed-884d-0242ac1c000c,4a24edf0-74f4-11ed-be5f-0242ac1c000c
ff21688a-99c7-11ed-83a5-0242ac1c000c,EXTENSION - PORTOVIEJO-CHONE-BAHIA DE CARAQUEZ,Animi quam numquam. Quae corporis dolore soluta amet laborum.,980869736,Activo,5d69f7a4-74f7-11ed-8d69-0242ac1c000c,359d4bc2-74f7-11ed-a487-0242ac1c000c,8c0536f0-74f7-11ed-884d-0242ac1c000c,4a24ee68-74f4-11ed-be5f-0242ac1c000c
ff216920-99c7-11ed-83a5-0242ac1c000c,EXTENSION - AMBATO,Quibusdam voluptatem delectus ut excepturi. Voluptatum maiores eos fugit quo.,979510382,Inactivo,5d69f826-74f7-11ed-8d69-0242ac1c000c,359d4c62-74f7-11ed-a487-0242ac1c000c,8c053754-74f7-11ed-884d-0242ac1c000c,4a24eed6-74f4-11ed-be5f-0242ac1c000c
ff2169b6-99c7-11ed-83a5-0242ac1c000c,SEDE - MILAGRO,Sapiente voluptatibus itaque itaque odio dolorum suscipit.,958020383,Activo,5d69f8a8-74f7-11ed-8d69-0242ac1c000c,359d4d20-74f7-11ed-a487-0242ac1c000c,8c0537b8-74f7-11ed-884d-0242ac1c000c,4a24ef44-74f4-11ed-be5f-0242ac1c000c
ff216b14-99c7-11ed-83a5-0242ac1c000c,EXTENSION - MILAGRO,Quisquam nobis tenetur corrupti nulla fugit sequi. Atque eum assumenda nisi sapiente velit. Error a dolores eum doloremque sed cumque.,926053633,Activo,5d69f92a-74f7-11ed-8d69-0242ac1c000c,359d4db6-74f7-11ed-a487-0242ac1c000c,8c05381c-74f7-11ed-884d-0242ac1c000c,4a24efb2-74f4-11ed-be5f-0242ac1c000c
ff216baa-99c7-11ed-83a5-0242ac1c000c,EXTENSION - EL TRIUNFO,Reiciendis tenetur rerum. Architecto repudiandae nemo. Dolore incidunt amet mollitia alias. Illum natus explicabo in corporis soluta.,960581445,Inactivo,5d69f9ac-74f7-11ed-8d69-0242ac1c000c,359d4e42-74f7-11ed-a487-0242ac1c000c,8c053880-74f7-11ed-884d-0242ac1c000c,4a24f02a-74f4-11ed-be5f-0242ac1c000c
ff216c40-99c7-11ed-83a5-0242ac1c000c,NARANJAL,Sed facere tenetur ratione architecto doloribus voluptatum. Sit voluptates molestiae magnam. Perferendis velit cupiditate.,933492114,Inactivo,5d69fa42-74f7-11ed-8d69-0242ac1c000c,359d5342-74f7-11ed-a487-0242ac1c000c,8c053902-74f7-11ed-884d-0242ac1c000c,4a24f098-74f4-11ed-be5f-0242ac1c000c
ff216cd6-99c7-11ed-83a5-0242ac1c000c,EXTENSION - LA TRONCAL,Ex eum aliquam esse. Explicabo voluptate eveniet at voluptates.,985061508,Activo,5d69face-74f7-11ed-8d69-0242ac1c000c,359d54b4-74f7-11ed-a487-0242ac1c000c,8c05395c-74f7-11ed-884d-0242ac1c000c,4a24f106-74f4-11ed-be5f-0242ac1c000c
ff216d6c-99c7-11ed-83a5-0242ac1c000c,MORONA,Nemo quos repellat aspernatur nostrum voluptatibus. Amet saepe mollitia ea odio quas.,971913721,Inactivo,5d69fb5a-74f7-11ed-8d69-0242ac1c000c,359d5568-74f7-11ed-a487-0242ac1c000c,8c0539c0-74f7-11ed-884d-0242ac1c000c,4a24f174-74f4-11ed-be5f-0242ac1c000c
ff216df8-99c7-11ed-83a5-0242ac1c000c,EXTENSION - AZOGUES,Omnis labore quasi dolor repudiandae distinctio dolorem minima. Debitis magni excepturi inventore occaecati in cupiditate.,930922556,Inactivo,5d69fbe6-74f7-11ed-8d69-0242ac1c000c,359d5612-74f7-11ed-a487-0242ac1c000c,8c053a24-74f7-11ed-884d-0242ac1c000c,4a24f20a-74f4-11ed-be5f-0242ac1c000c
ff216e84-99c7-11ed-83a5-0242ac1c000c,AZOGUES MATRIZ,Quia magni itaque repellendus. Occaecati necessitatibus expedita tempora reiciendis facere. Velit sint ducimus nostrum.,924877459,Inactivo,5d69fc72-74f7-11ed-8d69-0242ac1c000c,359d56a8-74f7-11ed-a487-0242ac1c000c,8c053a88-74f7-11ed-884d-0242ac1c000c,4a24f278-74f4-11ed-be5f-0242ac1c000c
ff216fb0-99c7-11ed-83a5-0242ac1c000c,URCUQUI,Fugiat facere doloribus officia voluptas doloremque doloremque. Quisquam rerum assumenda sint harum totam. Occaecati similique a.,972104991,Inactivo,5d69fcfe-74f7-11ed-8d69-0242ac1c000c,359d573e-74f7-11ed-a487-0242ac1c000c,8c053ae2-74f7-11ed-884d-0242ac1c000c,4a24f2f0-74f4-11ed-be5f-0242ac1c000c
ff217046-99c7-11ed-83a5-0242ac1c000c,MATRIZ,Incidunt vitae eum cupiditate. Blanditiis autem similique iure eaque quidem saepe in.,990346896,Inactivo,5d69fde4-74f7-11ed-8d69-0242ac1c000c,359d57d4-74f7-11ed-a487-0242ac1c000c,8c053b46-74f7-11ed-884d-0242ac1c000c,4a24f35e-74f4-11ed-be5f-0242ac1c000c
ff2170f0-99c7-11ed-83a5-0242ac1c000c,EXTENSION - LATACUNGA,Cumque saepe illum. Provident eveniet asperiores repellendus mollitia modi accusantium in. Vitae iusto quos odio accusantium perspiciatis sit blanditiis. Ut officiis accusantium ad odit error corrupti.,944442692,Activo,5d69eeee-74f7-11ed-8d69-0242ac1c000c,359d586a-74f7-11ed-a487-0242ac1c000c,8c053c40-74f7-11ed-884d-0242ac1c000c,4a24f3d6-74f4-11ed-be5f-0242ac1c000c
ff217172-99c7-11ed-83a5-0242ac1c000c,SEDE - LATACUNGA,Sed aliquam esse repudiandae possimus saepe provident. Veritatis quibusdam similique nesciunt voluptates. Aperiam autem consectetur voluptatibus.,926963730,Activo,5d69f132-74f7-11ed-8d69-0242ac1c000c,359d5900-74f7-11ed-a487-0242ac1c000c,8c053ce0-74f7-11ed-884d-0242ac1c000c,4a24f444-74f4-11ed-be5f-0242ac1c000c
ff2171f4-99c7-11ed-83a5-0242ac1c000c,MATRIZ - OTAVALO,Aut nesciunt aliquid magni voluptatem quasi sequi repudiandae. Temporibus inventore soluta corporis nisi veniam. Consequatur animi expedita ipsa voluptates numquam. Eligendi eum quidem laboriosam.,948767082,Activo,5d69f1f0-74f7-11ed-8d69-0242ac1c000c,359d59a0-74f7-11ed-a487-0242ac1c000c,8c053d4e-74f7-11ed-884d-0242ac1c000c,4a24f4b2-74f4-11ed-be5f-0242ac1c000c
ff21726c-99c7-11ed-83a5-0242ac1c000c,MATRIZ - PASTAZA,Veniam consequatur voluptatum dicta unde laboriosam. Eveniet odit vero sint commodi. Laborum omnis ut expedita est rem.,907707089,Activo,5d69f29a-74f7-11ed-8d69-0242ac1c000c,359d5a40-74f7-11ed-a487-0242ac1c000c,8c053db2-74f7-11ed-884d-0242ac1c000c,4a24f52a-74f4-11ed-be5f-0242ac1c000c
ff2172e4-99c7-11ed-83a5-0242ac1c000c,MATRIZ - EL PANGUI,Explicabo placeat illum iste debitis nam. Corrupti labore hic. Voluptatem nihil magnam earum delectus. Id minima libero adipisci minima magni neque facere.,917245291,Inactivo,5d69f330-74f7-11ed-8d69-0242ac1c000c,359d5ad6-74f7-11ed-a487-0242ac1c000c,8c053e0c-74f7-11ed-884d-0242ac1c000c,4a24f598-74f4-11ed-be5f-0242ac1c000c
ff217366-99c7-11ed-83a5-0242ac1c000c,LAGO AGRIO MATRIZ,Voluptatem sequi numquam voluptates fugit odio reiciendis quos. Culpa minima aperiam velit aperiam ut.,986111467,Inactivo,5d69f3c6-74f7-11ed-8d69-0242ac1c000c,359d5b6c-74f7-11ed-a487-0242ac1c000c,8c053e70-74f7-11ed-884d-0242ac1c000c,4a24f606-74f4-11ed-be5f-0242ac1c000c
