VarIdentificadorExamen,DtFechaExamen,VarEstadoExamen,VarNotaExamen
8c337a54-74f4-11ed-9ddf-0242ac1c000c,7/10/2022,Activo,868
8c337bb2-74f4-11ed-9ddf-0242ac1c000c,5/8/2022,Activo,825
8c337c84-74f4-11ed-9ddf-0242ac1c000c,26/8/2022,Inactivo,759
8c337d38-74f4-11ed-9ddf-0242ac1c000c,12/4/2022,Inactivo,458
8c337dec-74f4-11ed-9ddf-0242ac1c000c,6/4/2022,Inactivo,449
8c337f40-74f4-11ed-9ddf-0242ac1c000c,21/5/2022,Activo,693
8c33803a-74f4-11ed-9ddf-0242ac1c000c,6/1/2022,Inactivo,842
8c338102-74f4-11ed-9ddf-0242ac1c000c,29/11/2022,Inactivo,697
8c3384e0-74f4-11ed-9ddf-0242ac1c000c,22/3/2022,Activo,964
8c338800-74f4-11ed-9ddf-0242ac1c000c,28/8/2022,Activo,713
8c338968-74f4-11ed-9ddf-0242ac1c000c,9/1/2022,Activo,549
8c338a26-74f4-11ed-9ddf-0242ac1c000c,10/2/2022,Inactivo,809
8c338ada-74f4-11ed-9ddf-0242ac1c000c,13/9/2022,Inactivo,422
8c338fa8-74f4-11ed-9ddf-0242ac1c000c,12/10/2022,Inactivo,706
8c339098-74f4-11ed-9ddf-0242ac1c000c,8/5/2022,Inactivo,992
8c33914c-74f4-11ed-9ddf-0242ac1c000c,23/5/2022,Inactivo,693
8c33920a-74f4-11ed-9ddf-0242ac1c000c,15/6/2022,Inactivo,557
8c339390-74f4-11ed-9ddf-0242ac1c000c,2/4/2022,Activo,514
8c339458-74f4-11ed-9ddf-0242ac1c000c,18/2/2022,Inactivo,765
8c339516-74f4-11ed-9ddf-0242ac1c000c,22/6/2022,Activo,774
8c33967e-74f4-11ed-9ddf-0242ac1c000c,18/3/2022,Inactivo,401
8c33973c-74f4-11ed-9ddf-0242ac1c000c,20/2/2022,Activo,910
8c3397e6-74f4-11ed-9ddf-0242ac1c000c,23/2/2022,Activo,503
8c339886-74f4-11ed-9ddf-0242ac1c000c,5/3/2022,Activo,811
8c339994-74f4-11ed-9ddf-0242ac1c000c,24/2/2022,Inactivo,743
8c339a0c-74f4-11ed-9ddf-0242ac1c000c,31/8/2022,Inactivo,437
8c339a7a-74f4-11ed-9ddf-0242ac1c000c,14/6/2022,Inactivo,733
8c339ae8-74f4-11ed-9ddf-0242ac1c000c,14/7/2022,Activo,969
8c339b56-74f4-11ed-9ddf-0242ac1c000c,26/9/2022,Activo,708
8c339bc4-74f4-11ed-9ddf-0242ac1c000c,25/9/2022,Activo,646
8c339ce6-74f4-11ed-9ddf-0242ac1c000c,13/7/2022,Activo,941
8c339d68-74f4-11ed-9ddf-0242ac1c000c,3/1/2022,Activo,501
8c339de0-74f4-11ed-9ddf-0242ac1c000c,16/9/2022,Inactivo,795
8c339e4e-74f4-11ed-9ddf-0242ac1c000c,10/3/2022,Inactivo,424
8c339ebc-74f4-11ed-9ddf-0242ac1c000c,7/7/2022,Inactivo,797
8c339fa2-74f4-11ed-9ddf-0242ac1c000c,20/6/2022,Activo,970
8c33a024-74f4-11ed-9ddf-0242ac1c000c,13/8/2022,Activo,612
8c33a09c-74f4-11ed-9ddf-0242ac1c000c,24/7/2022,Activo,982
8c33a10a-74f4-11ed-9ddf-0242ac1c000c,24/7/2022,Activo,663
8c33a178-74f4-11ed-9ddf-0242ac1c000c,31/3/2022,Activo,770
8c33a1f0-74f4-11ed-9ddf-0242ac1c000c,5/9/2022,Activo,823
8c33a2d6-74f4-11ed-9ddf-0242ac1c000c,9/7/2022,Inactivo,800
8c33a34e-74f4-11ed-9ddf-0242ac1c000c,6/6/2022,Inactivo,749
8c33a3bc-74f4-11ed-9ddf-0242ac1c000c,15/5/2022,Activo,982
8c33abbe-74f4-11ed-9ddf-0242ac1c000c,19/4/2022,Activo,542
8c33ad94-74f4-11ed-9ddf-0242ac1c000c,27/9/2022,Inactivo,553
8c33ae52-74f4-11ed-9ddf-0242ac1c000c,19/10/2022,Activo,491
8c33af92-74f4-11ed-9ddf-0242ac1c000c,15/10/2022,Inactivo,952
8c33b05a-74f4-11ed-9ddf-0242ac1c000c,20/3/2022,Inactivo,521
8c33b10e-74f4-11ed-9ddf-0242ac1c000c,21/9/2022,Inactivo,781
8c33b1c2-74f4-11ed-9ddf-0242ac1c000c,3/8/2022,Inactivo,906
8c33b3fc-74f4-11ed-9ddf-0242ac1c000c,16/6/2022,Activo,616
8c33b4d8-74f4-11ed-9ddf-0242ac1c000c,24/9/2022,Activo,568
8c33b596-74f4-11ed-9ddf-0242ac1c000c,18/7/2022,Activo,682
8c33b708-74f4-11ed-9ddf-0242ac1c000c,10/6/2022,Inactivo,461
8c33b7da-74f4-11ed-9ddf-0242ac1c000c,9/4/2022,Inactivo,628
8c33b88e-74f4-11ed-9ddf-0242ac1c000c,2/9/2022,Inactivo,752
8c33b942-74f4-11ed-9ddf-0242ac1c000c,6/11/2022,Inactivo,416
8c33baa0-74f4-11ed-9ddf-0242ac1c000c,19/11/2022,Inactivo,872
8c33bb54-74f4-11ed-9ddf-0242ac1c000c,14/6/2022,Inactivo,863
8c33bc08-74f4-11ed-9ddf-0242ac1c000c,24/8/2022,Activo,709
8c33bd8e-74f4-11ed-9ddf-0242ac1c000c,27/8/2022,Activo,592
8c33be74-74f4-11ed-9ddf-0242ac1c000c,12/1/2022,Inactivo,822
8c33bf32-74f4-11ed-9ddf-0242ac1c000c,4/3/2022,Activo,418
8c33c090-74f4-11ed-9ddf-0242ac1c000c,27/2/2022,Activo,400
8c33c14e-74f4-11ed-9ddf-0242ac1c000c,3/3/2022,Inactivo,451
8c33c202-74f4-11ed-9ddf-0242ac1c000c,17/5/2022,Inactivo,603
8c33c2b6-74f4-11ed-9ddf-0242ac1c000c,3/11/2022,Inactivo,674
8c33c40a-74f4-11ed-9ddf-0242ac1c000c,11/11/2022,Inactivo,805
8c33c4d2-74f4-11ed-9ddf-0242ac1c000c,9/4/2022,Activo,537
8c33c590-74f4-11ed-9ddf-0242ac1c000c,10/7/2022,Inactivo,615
8c33c734-74f4-11ed-9ddf-0242ac1c000c,27/6/2022,Activo,970
8c33c7fc-74f4-11ed-9ddf-0242ac1c000c,10/4/2022,Inactivo,828
8c33c8b0-74f4-11ed-9ddf-0242ac1c000c,4/3/2022,Inactivo,648
8c33c95a-74f4-11ed-9ddf-0242ac1c000c,30/9/2022,Activo,943
8c33cab8-74f4-11ed-9ddf-0242ac1c000c,21/7/2022,Inactivo,597
8c33cb58-74f4-11ed-9ddf-0242ac1c000c,21/3/2022,Activo,486
8c33cbda-74f4-11ed-9ddf-0242ac1c000c,23/4/2022,Activo,470
8c33cc52-74f4-11ed-9ddf-0242ac1c000c,11/7/2022,Activo,586
8c33ccde-74f4-11ed-9ddf-0242ac1c000c,6/1/2022,Activo,473
8c33cdec-74f4-11ed-9ddf-0242ac1c000c,22/6/2022,Inactivo,468
8c33ce64-74f4-11ed-9ddf-0242ac1c000c,26/6/2022,Inactivo,794
8c33ced2-74f4-11ed-9ddf-0242ac1c000c,1/6/2022,Inactivo,882
8c33cf7c-74f4-11ed-9ddf-0242ac1c000c,20/5/2022,Activo,524
8c33cfea-74f4-11ed-9ddf-0242ac1c000c,4/6/2022,Activo,425
8c33d102-74f4-11ed-9ddf-0242ac1c000c,18/8/2022,Activo,806
8c33d1a2-74f4-11ed-9ddf-0242ac1c000c,17/1/2022,Activo,840
8c33d21a-74f4-11ed-9ddf-0242ac1c000c,20/3/2022,Activo,854
8c33d288-74f4-11ed-9ddf-0242ac1c000c,28/11/2022,Inactivo,619
8c33d2f6-74f4-11ed-9ddf-0242ac1c000c,4/1/2022,Activo,691
8c33d404-74f4-11ed-9ddf-0242ac1c000c,22/6/2022,Activo,688
8c33d47c-74f4-11ed-9ddf-0242ac1c000c,12/10/2022,Activo,801
8c33d4f4-74f4-11ed-9ddf-0242ac1c000c,26/5/2022,Inactivo,474
8c33d562-74f4-11ed-9ddf-0242ac1c000c,27/4/2022,Inactivo,895
8c33d62a-74f4-11ed-9ddf-0242ac1c000c,10/8/2022,Inactivo,841
8c33d738-74f4-11ed-9ddf-0242ac1c000c,4/7/2022,Activo,982
8c33d800-74f4-11ed-9ddf-0242ac1c000c,15/11/2022,Activo,679
8c33d8be-74f4-11ed-9ddf-0242ac1c000c,30/6/2022,Inactivo,850
8c33e0a2-74f4-11ed-9ddf-0242ac1c000c,16/4/2022,Activo,574
8c33e1d8-74f4-11ed-9ddf-0242ac1c000c,13/3/2022,Activo,953
8c33e28c-74f4-11ed-9ddf-0242ac1c000c,5/3/2022,Inactivo,743
8c33e3ea-74f4-11ed-9ddf-0242ac1c000c,18/2/2022,Activo,985
8c33e4a8-74f4-11ed-9ddf-0242ac1c000c,19/11/2022,Activo,703
8c33e566-74f4-11ed-9ddf-0242ac1c000c,16/10/2022,Activo,774
8c33e61a-74f4-11ed-9ddf-0242ac1c000c,7/4/2022,Activo,574
8c33e764-74f4-11ed-9ddf-0242ac1c000c,15/1/2022,Inactivo,900
8c33e818-74f4-11ed-9ddf-0242ac1c000c,16/11/2022,Activo,741
8c33e8b8-74f4-11ed-9ddf-0242ac1c000c,29/4/2022,Activo,830
8c33e962-74f4-11ed-9ddf-0242ac1c000c,27/10/2022,Activo,878
8c33eac0-74f4-11ed-9ddf-0242ac1c000c,8/11/2022,Inactivo,414
8c33eb38-74f4-11ed-9ddf-0242ac1c000c,23/6/2022,Activo,766
8c33eba6-74f4-11ed-9ddf-0242ac1c000c,23/10/2022,Inactivo,845
8c33ec14-74f4-11ed-9ddf-0242ac1c000c,20/8/2022,Activo,752
8c33ec82-74f4-11ed-9ddf-0242ac1c000c,29/5/2022,Activo,791
8c33ed72-74f4-11ed-9ddf-0242ac1c000c,4/11/2022,Inactivo,894
8c33edf4-74f4-11ed-9ddf-0242ac1c000c,4/6/2022,Activo,595
8c33ee58-74f4-11ed-9ddf-0242ac1c000c,8/2/2022,Inactivo,626
8c33eec6-74f4-11ed-9ddf-0242ac1c000c,27/7/2022,Activo,645
8c33ef34-74f4-11ed-9ddf-0242ac1c000c,18/10/2022,Activo,569
8c33efa2-74f4-11ed-9ddf-0242ac1c000c,4/5/2022,Inactivo,737
8c33f010-74f4-11ed-9ddf-0242ac1c000c,3/2/2022,Inactivo,852
8c33f07e-74f4-11ed-9ddf-0242ac1c000c,8/3/2022,Activo,642
8c33f164-74f4-11ed-9ddf-0242ac1c000c,19/8/2022,Activo,684
8c33f1dc-74f4-11ed-9ddf-0242ac1c000c,28/3/2022,Inactivo,796
8c33f24a-74f4-11ed-9ddf-0242ac1c000c,21/2/2022,Inactivo,679
8c33f2b8-74f4-11ed-9ddf-0242ac1c000c,7/6/2022,Inactivo,841
8c33f326-74f4-11ed-9ddf-0242ac1c000c,26/2/2022,Activo,482
8c33f394-74f4-11ed-9ddf-0242ac1c000c,13/8/2022,Inactivo,943
8c33f40c-74f4-11ed-9ddf-0242ac1c000c,19/2/2022,Activo,721
8c33f47a-74f4-11ed-9ddf-0242ac1c000c,20/11/2022,Activo,485
8c33f4e8-74f4-11ed-9ddf-0242ac1c000c,16/3/2022,Activo,682
8c33f560-74f4-11ed-9ddf-0242ac1c000c,29/9/2022,Inactivo,907
8c33f5ce-74f4-11ed-9ddf-0242ac1c000c,28/3/2022,Activo,665
8c33f6d2-74f4-11ed-9ddf-0242ac1c000c,3/2/2022,Activo,781
8c33f7ae-74f4-11ed-9ddf-0242ac1c000c,26/3/2022,Inactivo,883
8c33f84e-74f4-11ed-9ddf-0242ac1c000c,20/2/2022,Inactivo,964
8c33f90c-74f4-11ed-9ddf-0242ac1c000c,24/5/2022,Activo,680
8c33f9b6-74f4-11ed-9ddf-0242ac1c000c,4/10/2022,Inactivo,571
8c33fa6a-74f4-11ed-9ddf-0242ac1c000c,22/1/2022,Activo,881
8c33fb1e-74f4-11ed-9ddf-0242ac1c000c,8/2/2022,Activo,612
8c33fbdc-74f4-11ed-9ddf-0242ac1c000c,13/11/2022,Inactivo,525
8c33fc9a-74f4-11ed-9ddf-0242ac1c000c,11/1/2022,Activo,637
8c33fd44-74f4-11ed-9ddf-0242ac1c000c,2/6/2022,Inactivo,751
8c33fdee-74f4-11ed-9ddf-0242ac1c000c,28/3/2022,Activo,990
8c33fe98-74f4-11ed-9ddf-0242ac1c000c,19/4/2022,Inactivo,856
8c34001e-74f4-11ed-9ddf-0242ac1c000c,18/5/2022,Inactivo,485
8c3401b8-74f4-11ed-9ddf-0242ac1c000c,10/7/2022,Inactivo,585
8c3402e4-74f4-11ed-9ddf-0242ac1c000c,29/4/2022,Activo,715
8c3403a2-74f4-11ed-9ddf-0242ac1c000c,10/10/2022,Inactivo,748
8c340456-74f4-11ed-9ddf-0242ac1c000c,11/3/2022,Activo,662
8c34050a-74f4-11ed-9ddf-0242ac1c000c,14/9/2022,Activo,959
8c3405b4-74f4-11ed-9ddf-0242ac1c000c,23/8/2022,Activo,656
8c34065e-74f4-11ed-9ddf-0242ac1c000c,30/7/2022,Inactivo,483
8c340794-74f4-11ed-9ddf-0242ac1c000c,2/3/2022,Inactivo,615
8c340852-74f4-11ed-9ddf-0242ac1c000c,7/3/2022,Inactivo,719
8c3408fc-74f4-11ed-9ddf-0242ac1c000c,28/9/2022,Activo,861
8c3409b0-74f4-11ed-9ddf-0242ac1c000c,20/5/2022,Activo,785
8c340a6e-74f4-11ed-9ddf-0242ac1c000c,19/4/2022,Inactivo,515
8c340b18-74f4-11ed-9ddf-0242ac1c000c,16/8/2022,Activo,739
8c340bcc-74f4-11ed-9ddf-0242ac1c000c,25/4/2022,Inactivo,597
8c340c80-74f4-11ed-9ddf-0242ac1c000c,8/6/2022,Inactivo,674
8c340d2a-74f4-11ed-9ddf-0242ac1c000c,9/11/2022,Activo,707
8c340de8-74f4-11ed-9ddf-0242ac1c000c,1/5/2022,Activo,483
8c340f78-74f4-11ed-9ddf-0242ac1c000c,26/6/2022,Inactivo,938
8c34100e-74f4-11ed-9ddf-0242ac1c000c,15/7/2022,Inactivo,474
8c341086-74f4-11ed-9ddf-0242ac1c000c,11/1/2022,Activo,733
8c3410fe-74f4-11ed-9ddf-0242ac1c000c,24/4/2022,Inactivo,636
8c34116c-74f4-11ed-9ddf-0242ac1c000c,12/1/2022,Inactivo,643
8c3411e4-74f4-11ed-9ddf-0242ac1c000c,16/3/2022,Activo,992
8c341252-74f4-11ed-9ddf-0242ac1c000c,20/11/2022,Inactivo,818
8c3412c0-74f4-11ed-9ddf-0242ac1c000c,16/6/2022,Activo,416
8c341324-74f4-11ed-9ddf-0242ac1c000c,19/6/2022,Activo,405
8c341392-74f4-11ed-9ddf-0242ac1c000c,18/2/2022,Activo,633
8c341400-74f4-11ed-9ddf-0242ac1c000c,22/10/2022,Activo,843
8c341496-74f4-11ed-9ddf-0242ac1c000c,25/6/2022,Activo,690
8c34150e-74f4-11ed-9ddf-0242ac1c000c,14/7/2022,Activo,693
8c341586-74f4-11ed-9ddf-0242ac1c000c,18/6/2022,Inactivo,927
8c3415fe-74f4-11ed-9ddf-0242ac1c000c,12/5/2022,Activo,971
8c341676-74f4-11ed-9ddf-0242ac1c000c,24/4/2022,Activo,654
8c3416e4-74f4-11ed-9ddf-0242ac1c000c,30/6/2022,Inactivo,977
8c341752-74f4-11ed-9ddf-0242ac1c000c,30/8/2022,Activo,725
8c3417c0-74f4-11ed-9ddf-0242ac1c000c,2/4/2022,Activo,982
8c34182e-74f4-11ed-9ddf-0242ac1c000c,8/7/2022,Activo,813
8c3418d8-74f4-11ed-9ddf-0242ac1c000c,6/10/2022,Activo,402
8c341946-74f4-11ed-9ddf-0242ac1c000c,29/7/2022,Inactivo,758
8c3419d2-74f4-11ed-9ddf-0242ac1c000c,19/10/2022,Inactivo,462
8c341a72-74f4-11ed-9ddf-0242ac1c000c,4/5/2022,Inactivo,493
8c341b26-74f4-11ed-9ddf-0242ac1c000c,15/8/2022,Inactivo,780
8c341bd0-74f4-11ed-9ddf-0242ac1c000c,18/10/2022,Activo,847
8c341c84-74f4-11ed-9ddf-0242ac1c000c,14/4/2022,Inactivo,914
8c341d38-74f4-11ed-9ddf-0242ac1c000c,24/4/2022,Activo,678
8c341dc4-74f4-11ed-9ddf-0242ac1c000c,5/3/2022,Activo,952
8c341e3c-74f4-11ed-9ddf-0242ac1c000c,17/11/2022,Inactivo,985
8c341ea0-74f4-11ed-9ddf-0242ac1c000c,6/6/2022,Inactivo,528
8c341f18-74f4-11ed-9ddf-0242ac1c000c,31/3/2022,Activo,548
8c341f86-74f4-11ed-9ddf-0242ac1c000c,13/1/2022,Activo,517
8c341ff4-74f4-11ed-9ddf-0242ac1c000c,1/11/2022,Activo,561
8c342080-74f4-11ed-9ddf-0242ac1c000c,30/7/2022,Activo,803
8c3420ee-74f4-11ed-9ddf-0242ac1c000c,12/4/2022,Inactivo,488
8c34215c-74f4-11ed-9ddf-0242ac1c000c,15/4/2022,Activo,829
8c3421f2-74f4-11ed-9ddf-0242ac1c000c,17/9/2022,Inactivo,957
8c342260-74f4-11ed-9ddf-0242ac1c000c,30/1/2022,Inactivo,762
8c3422ce-74f4-11ed-9ddf-0242ac1c000c,23/4/2022,Inactivo,768
8c34233c-74f4-11ed-9ddf-0242ac1c000c,17/6/2022,Inactivo,600
8c3423a0-74f4-11ed-9ddf-0242ac1c000c,28/7/2022,Inactivo,813
8c342418-74f4-11ed-9ddf-0242ac1c000c,1/6/2022,Inactivo,401
8c342486-74f4-11ed-9ddf-0242ac1c000c,22/4/2022,Inactivo,848
8c3424ea-74f4-11ed-9ddf-0242ac1c000c,7/8/2022,Inactivo,695
8c342562-74f4-11ed-9ddf-0242ac1c000c,21/9/2022,Activo,529
8c3425c6-74f4-11ed-9ddf-0242ac1c000c,27/7/2022,Activo,618
8c34263e-74f4-11ed-9ddf-0242ac1c000c,16/4/2022,Inactivo,832
8c3426a2-74f4-11ed-9ddf-0242ac1c000c,18/7/2022,Activo,644
8c34272e-74f4-11ed-9ddf-0242ac1c000c,4/9/2022,Activo,885
8c3428aa-74f4-11ed-9ddf-0242ac1c000c,25/8/2022,Activo,469
8c3429d6-74f4-11ed-9ddf-0242ac1c000c,27/7/2022,Activo,542
8c342a94-74f4-11ed-9ddf-0242ac1c000c,3/9/2022,Activo,582
8c342b34-74f4-11ed-9ddf-0242ac1c000c,19/6/2022,Inactivo,857
8c342c1a-74f4-11ed-9ddf-0242ac1c000c,19/5/2022,Inactivo,890
8c342cba-74f4-11ed-9ddf-0242ac1c000c,5/4/2022,Activo,634
8c342d5a-74f4-11ed-9ddf-0242ac1c000c,16/2/2022,Inactivo,622
8c342dfa-74f4-11ed-9ddf-0242ac1c000c,11/1/2022,Inactivo,498
8c342e9a-74f4-11ed-9ddf-0242ac1c000c,22/1/2022,Activo,654
8c342f44-74f4-11ed-9ddf-0242ac1c000c,7/1/2022,Inactivo,722
8c342fe4-74f4-11ed-9ddf-0242ac1c000c,6/2/2022,Inactivo,475
8c343052-74f4-11ed-9ddf-0242ac1c000c,17/9/2022,Activo,431
8c3430ca-74f4-11ed-9ddf-0242ac1c000c,14/4/2022,Activo,992
8c343138-74f4-11ed-9ddf-0242ac1c000c,1/6/2022,Inactivo,968
8c3431a6-74f4-11ed-9ddf-0242ac1c000c,20/4/2022,Inactivo,711
8c343214-74f4-11ed-9ddf-0242ac1c000c,19/8/2022,Inactivo,540
8c343282-74f4-11ed-9ddf-0242ac1c000c,16/5/2022,Activo,624
8c34330e-74f4-11ed-9ddf-0242ac1c000c,9/7/2022,Activo,887
8c34337c-74f4-11ed-9ddf-0242ac1c000c,2/5/2022,Activo,998
8c3433ea-74f4-11ed-9ddf-0242ac1c000c,16/6/2022,Activo,988
8c343458-74f4-11ed-9ddf-0242ac1c000c,20/1/2022,Activo,830
8c3434ee-74f4-11ed-9ddf-0242ac1c000c,24/3/2022,Activo,634
8c34355c-74f4-11ed-9ddf-0242ac1c000c,29/4/2022,Activo,415
8c3435ca-74f4-11ed-9ddf-0242ac1c000c,31/3/2022,Inactivo,967
8c343638-74f4-11ed-9ddf-0242ac1c000c,31/1/2022,Activo,454
8c3436a6-74f4-11ed-9ddf-0242ac1c000c,1/3/2022,Activo,674
8c343714-74f4-11ed-9ddf-0242ac1c000c,22/9/2022,Activo,577
8c343782-74f4-11ed-9ddf-0242ac1c000c,22/4/2022,Activo,543
8c3437f0-74f4-11ed-9ddf-0242ac1c000c,8/5/2022,Activo,410
8c343854-74f4-11ed-9ddf-0242ac1c000c,6/3/2022,Inactivo,728
8c3438cc-74f4-11ed-9ddf-0242ac1c000c,7/2/2022,Inactivo,548
8c34393a-74f4-11ed-9ddf-0242ac1c000c,21/4/2022,Activo,852
8c3439e4-74f4-11ed-9ddf-0242ac1c000c,3/4/2022,Inactivo,501
8c343a8e-74f4-11ed-9ddf-0242ac1c000c,25/3/2022,Inactivo,657
8c343b38-74f4-11ed-9ddf-0242ac1c000c,25/9/2022,Inactivo,682
8c343be2-74f4-11ed-9ddf-0242ac1c000c,30/11/2022,Activo,586
8c343c82-74f4-11ed-9ddf-0242ac1c000c,11/7/2022,Activo,980
8c343d2c-74f4-11ed-9ddf-0242ac1c000c,3/5/2022,Activo,918
8c343e12-74f4-11ed-9ddf-0242ac1c000c,7/3/2022,Activo,671
8c343eb2-74f4-11ed-9ddf-0242ac1c000c,6/4/2022,Activo,909
8c343f5c-74f4-11ed-9ddf-0242ac1c000c,12/6/2022,Activo,698
8c344006-74f4-11ed-9ddf-0242ac1c000c,1/3/2022,Activo,856
8c3440a6-74f4-11ed-9ddf-0242ac1c000c,1/9/2022,Activo,525
8c344146-74f4-11ed-9ddf-0242ac1c000c,1/10/2022,Activo,492
8c3441f0-74f4-11ed-9ddf-0242ac1c000c,30/3/2022,Activo,935
8c3442cc-74f4-11ed-9ddf-0242ac1c000c,8/11/2022,Inactivo,537
8c344358-74f4-11ed-9ddf-0242ac1c000c,3/6/2022,Inactivo,688
8c3443ee-74f4-11ed-9ddf-0242ac1c000c,21/5/2022,Inactivo,457
8c34445c-74f4-11ed-9ddf-0242ac1c000c,19/11/2022,Inactivo,522
8c3444d4-74f4-11ed-9ddf-0242ac1c000c,12/7/2022,Inactivo,733
8c344538-74f4-11ed-9ddf-0242ac1c000c,17/5/2022,Activo,897
8c3445a6-74f4-11ed-9ddf-0242ac1c000c,16/4/2022,Activo,656
8c344614-74f4-11ed-9ddf-0242ac1c000c,3/2/2022,Inactivo,750
8c344682-74f4-11ed-9ddf-0242ac1c000c,14/1/2022,Inactivo,771
8c3446f0-74f4-11ed-9ddf-0242ac1c000c,17/1/2022,Activo,937
8c344790-74f4-11ed-9ddf-0242ac1c000c,11/1/2022,Activo,529
8c3447fe-74f4-11ed-9ddf-0242ac1c000c,27/4/2022,Inactivo,685
8c344876-74f4-11ed-9ddf-0242ac1c000c,3/11/2022,Activo,806
8c3448e4-74f4-11ed-9ddf-0242ac1c000c,29/5/2022,Inactivo,580
8c344952-74f4-11ed-9ddf-0242ac1c000c,1/1/2022,Activo,729
8c3449c0-74f4-11ed-9ddf-0242ac1c000c,15/10/2022,Inactivo,946
8c344a2e-74f4-11ed-9ddf-0242ac1c000c,25/8/2022,Inactivo,918
8c344a9c-74f4-11ed-9ddf-0242ac1c000c,13/9/2022,Inactivo,501
8c344b00-74f4-11ed-9ddf-0242ac1c000c,1/4/2022,Inactivo,607
8c344b78-74f4-11ed-9ddf-0242ac1c000c,17/3/2022,Inactivo,764
8c344be6-74f4-11ed-9ddf-0242ac1c000c,8/8/2022,Activo,766
8c344c4a-74f4-11ed-9ddf-0242ac1c000c,19/5/2022,Activo,968
8c344cb8-74f4-11ed-9ddf-0242ac1c000c,23/4/2022,Inactivo,518
8c344d26-74f4-11ed-9ddf-0242ac1c000c,5/6/2022,Activo,408
8c344d94-74f4-11ed-9ddf-0242ac1c000c,26/1/2022,Activo,839
8c344e02-74f4-11ed-9ddf-0242ac1c000c,3/6/2022,Activo,909
8c344e70-74f4-11ed-9ddf-0242ac1c000c,17/3/2022,Inactivo,525
8c3450a0-74f4-11ed-9ddf-0242ac1c000c,27/9/2022,Inactivo,471
8c34515e-74f4-11ed-9ddf-0242ac1c000c,20/7/2022,Inactivo,486
8c345212-74f4-11ed-9ddf-0242ac1c000c,18/8/2022,Inactivo,746
8c3452b2-74f4-11ed-9ddf-0242ac1c000c,3/3/2022,Activo,544
8c345352-74f4-11ed-9ddf-0242ac1c000c,2/4/2022,Activo,574
8c3453fc-74f4-11ed-9ddf-0242ac1c000c,28/4/2022,Inactivo,836
8c34549c-74f4-11ed-9ddf-0242ac1c000c,27/9/2022,Activo,502
8c34553c-74f4-11ed-9ddf-0242ac1c000c,30/10/2022,Inactivo,799
8c3455dc-74f4-11ed-9ddf-0242ac1c000c,26/1/2022,Activo,498
8c345686-74f4-11ed-9ddf-0242ac1c000c,28/10/2022,Activo,744
8c345726-74f4-11ed-9ddf-0242ac1c000c,4/8/2022,Inactivo,918
8c3457c6-74f4-11ed-9ddf-0242ac1c000c,22/7/2022,Activo,791
8c34587a-74f4-11ed-9ddf-0242ac1c000c,29/7/2022,Activo,984
8c345924-74f4-11ed-9ddf-0242ac1c000c,17/4/2022,Activo,628
8c3459b0-74f4-11ed-9ddf-0242ac1c000c,22/6/2022,Activo,968
8c345a1e-74f4-11ed-9ddf-0242ac1c000c,7/9/2022,Inactivo,760
8c345a8c-74f4-11ed-9ddf-0242ac1c000c,14/9/2022,Inactivo,424
8c345b2c-74f4-11ed-9ddf-0242ac1c000c,8/5/2022,Activo,976
8c345b9a-74f4-11ed-9ddf-0242ac1c000c,8/9/2022,Inactivo,540
8c345c08-74f4-11ed-9ddf-0242ac1c000c,21/11/2022,Inactivo,497
8c345c76-74f4-11ed-9ddf-0242ac1c000c,7/9/2022,Inactivo,443
8c345ce4-74f4-11ed-9ddf-0242ac1c000c,13/11/2022,Inactivo,757
8c345d66-74f4-11ed-9ddf-0242ac1c000c,16/4/2022,Inactivo,978
8c345e1a-74f4-11ed-9ddf-0242ac1c000c,15/11/2022,Activo,988
8c345ece-74f4-11ed-9ddf-0242ac1c000c,13/1/2022,Activo,968
8c345f6e-74f4-11ed-9ddf-0242ac1c000c,24/5/2022,Inactivo,906
8c345fe6-74f4-11ed-9ddf-0242ac1c000c,5/7/2022,Inactivo,837
8c346054-74f4-11ed-9ddf-0242ac1c000c,26/7/2022,Inactivo,615
8c3460c2-74f4-11ed-9ddf-0242ac1c000c,25/1/2022,Inactivo,570
8c346130-74f4-11ed-9ddf-0242ac1c000c,7/6/2022,Inactivo,476
8c34619e-74f4-11ed-9ddf-0242ac1c000c,10/7/2022,Activo,929
8c34622a-74f4-11ed-9ddf-0242ac1c000c,3/7/2022,Inactivo,590
8c3462d4-74f4-11ed-9ddf-0242ac1c000c,18/6/2022,Activo,492
8c34637e-74f4-11ed-9ddf-0242ac1c000c,18/2/2022,Activo,913
8c346478-74f4-11ed-9ddf-0242ac1c000c,10/10/2022,Activo,681
8c346522-74f4-11ed-9ddf-0242ac1c000c,7/8/2022,Inactivo,415
8c3465c2-74f4-11ed-9ddf-0242ac1c000c,21/2/2022,Activo,627
8c346662-74f4-11ed-9ddf-0242ac1c000c,6/2/2022,Activo,882
8c34672a-74f4-11ed-9ddf-0242ac1c000c,24/7/2022,Activo,682
8c3467ca-74f4-11ed-9ddf-0242ac1c000c,1/10/2022,Inactivo,594
8c34686a-74f4-11ed-9ddf-0242ac1c000c,2/9/2022,Inactivo,865
8c346914-74f4-11ed-9ddf-0242ac1c000c,28/11/2022,Activo,938
8c3469be-74f4-11ed-9ddf-0242ac1c000c,2/11/2022,Inactivo,451
8c346a68-74f4-11ed-9ddf-0242ac1c000c,25/6/2022,Activo,933
